Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,0.09,0.02,-0.03,-0.08,-0.09,-0.04,150
0.2,0.09,0.02,-0.07,-0.11,-0.09,-0.08,150
0.4,0.1,0.02,-0.04,-0.2,-0.04,-0.09,150
0.6,0.07,0,-0.04,-0.12,-0.04,-0.04,150
0.8,0.07,-0.02,0,-0.12,-0.11,-0.03,150
1,0.14,-0.04,-0.03,-0.11,-0.16,-0.03,150
1.2,0.3,0.02,-0.07,-0.11,-0.07,-0.03,150
1.4,0.4,0.03,-0.07,-0.17,-0.08,-0.04,150
1.6,0.51,0.02,-0.07,-0.12,-0.08,-0.04,150
1.8,0.69,0.09,-0.04,-0.12,-0.07,-0.08,150
2,0.89,0.05,0.02,-0.15,-0.04,-0.07,150
2.2,1.07,0.04,-0.04,-0.04,-0.09,-0.07,150
2.4,1.26,0,0,-0.15,-0.11,-0.08,150
2.6,1.38,0.03,0,-0.15,-0.08,-0.09,150
2.8,1.59,0.09,0.02,-0.12,-0.04,-0.07,150
3,1.88,0.07,-0.03,-0.12,-0.07,-0.08,150
3.2,2.13,0.12,0.02,-0.17,-0.04,-0.07,150
3.4,2.22,0.12,0.05,-0.08,-0.11,-0.11,150
3.6,2.41,0.09,0.02,-0.11,-0.11,-0.03,150
3.8,2.62,0.13,-0.03,-0.15,-0.11,-0.02,150
4,2.84,0.14,0.02,-0.12,-0.02,-0.08,150
4.2,3.05,0.23,0.07,-0.12,-0.04,-0.04,150
4.4,3.16,0.2,0,-0.12,-0.07,-0.07,150
4.6,3.4,0.2,0.07,-0.09,-0.09,-0.03,150
4.8,3.56,0.27,0.09,-0.12,-0.09,-0.09,150
5,3.82,0.3,0.09,-0.16,-0.11,-0.07,150
5.2,4.02,0.34,0.07,-0.17,-0.08,-0.08,150
5.4,4.16,0.38,0.02,-0.15,-0.03,-0.08,150
5.6,4.34,0.45,0.04,-0.17,0,-0.04,150
5.8,4.56,0.46,0.1,-0.17,-0.09,-0.07,150
6,4.73,0.48,0.1,-0.07,-0.16,-0.09,150
6.2,4.87,0.51,0.1,-0.09,-0.04,-0.04,150
6.4,5.1,0.59,0.05,-0.12,-0.15,-0.09,150
6.6,5.28,0.66,0.1,-0.15,-0.08,-0.03,150
6.8,5.39,0.69,0.09,-0.16,-0.04,-0.08,150
7,5.63,0.75,0.09,-0.12,-0.09,-0.03,150
7.2,5.83,0.75,0.13,-0.16,-0.12,-0.08,150
7.4,5.95,0.83,0.14,-0.15,-0.09,-0.08,150
7.6,6.14,0.93,0.05,-0.12,-0.08,-0.12,150
7.8,6.32,0.95,0.13,-0.15,-0.04,-0.07,150
8,6.41,1.07,0.17,-0.12,-0.09,-0.08,150
8.2,6.57,1.09,0.12,-0.12,-0.04,-0.04,150
8.4,6.74,1.14,0.18,-0.16,-0.16,-0.09,150
8.6,6.95,1.14,0.17,-0.12,-0.09,-0.15,150
8.8,7.08,1.2,0.17,-0.12,-0.11,-0.07,150
9,7.27,1.23,0.2,-0.15,-0.07,-0.11,150
9.2,7.47,1.32,0.14,-0.09,-0.11,-0.07,150
9.4,7.6,1.37,0.2,-0.12,-0.11,-0.07,150
9.6,7.7,1.46,0.26,-0.16,-0.09,-0.07,150
9.8,7.88,1.52,0.26,-0.12,-0.07,-0.04,150
10,7.99,1.59,0.23,-0.08,-0.09,-0.08,150
10.2,8.17,1.65,0.27,-0.11,-0.08,-0.04,150
10.4,8.21,1.67,0.26,-0.12,-0.07,-0.11,150
10.6,8.46,1.8,0.28,-0.12,-0.02,-0.11,150
10.8,8.56,1.8,0.37,-0.16,-0.15,-0.09,150
11,8.67,1.86,0.42,-0.08,-0.08,-0.08,150
11.2,8.88,1.89,0.38,-0.16,-0.11,-0.07,150
11.4,9.01,2,0.4,-0.04,-0.09,-0.04,150
11.6,9.16,2.14,0.41,-0.07,-0.16,-0.08,150
11.8,9.33,2.15,0.47,-0.15,-0.08,-0.08,150
12,9.47,2.16,0.45,-0.08,-0.11,-0.08,150
12.2,9.49,2.29,0.42,-0.08,-0.07,-0.03,150
12.4,9.66,2.35,0.4,-0.11,-0.04,-0.11,150
12.6,9.79,2.45,0.48,-0.08,-0.07,-0.08,150
12.8,9.95,2.45,0.52,-0.09,-0.09,-0.12,150
13,10.04,2.49,0.52,-0.08,-0.08,-0.11,150
13.2,10.21,2.6,0.54,-0.04,-0.12,-0.08,150
13.4,10.41,2.66,0.55,-0.09,-0.09,-0.09,150
13.6,10.41,2.7,0.56,-0.15,-0.11,-0.08,150
13.8,10.57,2.78,0.66,-0.02,-0.08,-0.09,150
14,10.7,2.84,0.65,-0.02,-0.12,-0.09,150
14.2,10.79,2.84,0.66,-0.03,-0.04,-0.03,150
14.4,10.95,2.99,0.61,0,-0.08,-0.07,150
14.6,11.1,3.05,0.69,-0.02,-0.04,-0.11,150
14.8,11.26,3.09,0.73,-0.07,-0.04,-0.08,150
15,11.27,3.19,0.8,-0.03,-0.09,-0.07,150
15.2,11.4,3.23,0.8,-0.02,-0.08,-0.09,150
15.4,11.53,3.31,0.77,0.03,-0.08,-0.09,150
15.6,11.62,3.34,0.8,0.02,-0.08,-0.12,150
15.8,11.84,3.41,0.81,-0.02,-0.04,-0.07,150
16,11.93,3.55,0.88,0.03,-0.08,-0.09,150
16.2,12.05,3.59,0.9,0.03,-0.11,-0.08,150
16.4,12.12,3.66,0.89,0,-0.09,-0.02,150
16.6,12.24,3.75,0.9,0.02,-0.07,-0.09,150
16.8,12.33,3.73,0.95,0.07,-0.04,-0.11,150
17,12.45,3.84,0.98,0,-0.03,-0.08,150
17.2,12.56,3.9,1,0.09,-0.02,-0.07,150
17.4,12.8,3.95,1.03,0.07,-0.11,-0.09,150
17.6,12.91,4.02,1.1,0.09,-0.08,-0.09,150
17.8,13.03,4.1,1.16,0.09,-0.08,-0.08,150
18,13.09,4.14,1.16,0.09,-0.09,-0.07,150
18.2,13.14,4.22,1.16,0.2,-0.07,-0.08,150
18.4,13.29,4.28,1.16,0.07,-0.08,-0.11,150
18.6,13.38,4.37,1.22,0.12,-0.04,-0.09,150
18.8,13.57,4.39,1.2,0.13,-0.09,-0.02,150
19,13.62,4.45,1.26,0.14,-0.04,-0.07,150
19.2,13.75,4.45,1.26,0.12,-0.07,-0.08,150
19.4,13.85,4.56,1.24,0.12,-0.03,-0.09,150
19.6,13.98,4.7,1.36,0.2,-0.07,-0.04,150
19.8,14.09,4.79,1.32,0.2,-0.04,-0.11,150
20,14.15,4.72,1.4,0.17,-0.02,-0.09,150
20.2,14.32,4.84,1.4,0.17,-0.02,-0.08,150
20.4,14.37,4.91,1.45,0.24,0,-0.03,150
20.6,14.49,4.98,1.47,0.23,-0.04,-0.07,150
20.8,14.66,5.05,1.46,0.2,-0.03,-0.08,150
21,14.67,5.08,1.52,0.27,0.02,-0.07,150
21.2,14.73,5.18,1.57,0.26,-0.07,-0.04,150
21.4,14.89,5.2,1.61,0.3,-0.02,-0.08,150
21.6,15.01,5.26,1.66,0.3,0.04,-0.07,150
