Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,-0.38,-0.38,-0.56,-0.59,-0.6,-0.52,150
0.2,-0.4,-0.4,-0.52,-0.56,-0.64,-0.51,150
0.4,-0.4,-0.41,-0.56,-0.6,-0.71,-0.51,150
0.6,-0.4,-0.41,-0.57,-0.57,-0.6,-0.53,150
0.8,-0.37,-0.45,-0.57,-0.56,-0.67,-0.56,150
1,-0.24,-0.4,-0.62,-0.62,-0.67,-0.45,150
1.2,-0.23,-0.38,-0.53,-0.59,-0.66,-0.49,150
1.4,-0.12,-0.4,-0.53,-0.6,-0.64,-0.51,150
1.6,-0.02,-0.37,-0.57,-0.6,-0.62,-0.49,150
1.8,0.2,-0.41,-0.51,-0.6,-0.62,-0.51,150
2,0.3,-0.4,-0.6,-0.57,-0.7,-0.57,150
2.2,0.51,-0.37,-0.52,-0.6,-0.64,-0.53,150
2.4,0.65,-0.4,-0.57,-0.66,-0.64,-0.53,150
2.6,0.77,-0.34,-0.49,-0.59,-0.62,-0.53,150
2.8,1.02,-0.32,-0.51,-0.62,-0.67,-0.57,150
3,1.2,-0.36,-0.53,-0.62,-0.66,-0.52,150
3.2,1.32,-0.32,-0.49,-0.59,-0.63,-0.59,150
3.4,1.52,-0.3,-0.48,-0.59,-0.57,-0.52,150
3.6,1.71,-0.28,-0.56,-0.6,-0.62,-0.56,150
3.8,1.92,-0.24,-0.52,-0.53,-0.66,-0.59,150
4,2.06,-0.23,-0.53,-0.63,-0.62,-0.52,150
4.2,2.2,-0.18,-0.56,-0.59,-0.62,-0.56,150
4.4,2.41,-0.2,-0.56,-0.51,-0.66,-0.52,150
4.6,2.66,-0.16,-0.51,-0.63,-0.66,-0.52,150
4.8,2.78,-0.12,-0.53,-0.59,-0.6,-0.52,150
5,2.98,-0.12,-0.52,-0.57,-0.62,-0.49,150
5.2,3.11,-0.03,-0.56,-0.6,-0.63,-0.53,150
5.4,3.3,0.02,-0.52,-0.6,-0.64,-0.56,150
5.6,3.48,0.05,-0.56,-0.62,-0.66,-0.51,150
5.8,3.63,0.04,-0.52,-0.64,-0.64,-0.51,150
6,3.73,0.07,-0.45,-0.59,-0.62,-0.51,150
6.2,3.89,0.13,-0.51,-0.62,-0.62,-0.56,150
6.4,4.12,0.18,-0.45,-0.63,-0.62,-0.52,150
6.6,4.22,0.2,-0.49,-0.59,-0.63,-0.52,150
6.8,4.43,0.24,-0.51,-0.56,-0.7,-0.53,150
7,4.5,0.28,-0.45,-0.56,-0.66,-0.49,150
7.2,4.77,0.34,-0.52,-0.6,-0.63,-0.49,150
7.4,4.91,0.4,-0.45,-0.62,-0.66,-0.52,150
7.6,4.95,0.45,-0.45,-0.59,-0.63,-0.6,150
7.8,5.16,0.51,-0.45,-0.57,-0.59,-0.52,150
8,5.28,0.46,-0.49,-0.63,-0.64,-0.57,150
8.2,5.45,0.65,-0.48,-0.59,-0.6,-0.52,150
8.4,5.53,0.61,-0.41,-0.6,-0.62,-0.57,150
8.6,5.74,0.6,-0.49,-0.6,-0.64,-0.52,150
8.8,5.83,0.73,-0.41,-0.56,-0.64,-0.51,150
9,5.95,0.81,-0.36,-0.6,-0.62,-0.57,150
9.2,6.16,0.87,-0.38,-0.6,-0.66,-0.49,150
9.4,6.32,0.94,-0.37,-0.64,-0.63,-0.53,150
9.6,6.43,0.94,-0.37,-0.59,-0.66,-0.59,150
9.8,6.53,0.98,-0.4,-0.56,-0.63,-0.51,150
10,6.63,1.02,-0.36,-0.62,-0.63,-0.56,150
10.2,6.85,1.16,-0.34,-0.57,-0.64,-0.59,150
10.4,6.95,1.16,-0.3,-0.56,-0.64,-0.57,150
10.6,7.06,1.24,-0.3,-0.56,-0.6,-0.56,150
10.8,7.19,1.3,-0.3,-0.6,-0.63,-0.57,150
11,7.35,1.37,-0.28,-0.57,-0.63,-0.56,150
11.2,7.43,1.37,-0.24,-0.57,-0.62,-0.51,150
11.4,7.54,1.42,-0.28,-0.52,-0.62,-0.56,150
11.6,7.66,1.51,-0.23,-0.53,-0.7,-0.49,150
11.8,7.77,1.56,-0.17,-0.59,-0.66,-0.53,150
12,7.95,1.65,-0.18,-0.51,-0.63,-0.48,150
12.2,8.02,1.73,-0.12,-0.59,-0.64,-0.51,150
12.4,8.19,1.77,-0.15,-0.52,-0.67,-0.56,150
12.6,8.17,1.8,-0.11,-0.57,-0.67,-0.56,150
12.8,8.38,1.89,-0.07,-0.52,-0.63,-0.59,150
13,8.5,1.92,-0.08,-0.51,-0.66,-0.57,150
13.2,8.63,1.91,-0.11,-0.56,-0.66,-0.6,150
13.4,8.7,2.08,0,-0.52,-0.64,-0.51,150
13.6,8.84,2.06,-0.02,-0.52,-0.62,-0.57,150
13.8,8.95,2.19,0,-0.49,-0.7,-0.53,150
14,9.07,2.23,0.03,-0.53,-0.66,-0.53,150
14.2,9.15,2.23,0.05,-0.56,-0.66,-0.51,150
14.4,9.22,2.33,0.13,-0.51,-0.67,-0.59,150
14.6,9.35,2.41,0.07,-0.49,-0.67,-0.53,150
14.8,9.52,2.45,0.1,-0.48,-0.67,-0.53,150
15,9.63,2.58,0.1,-0.51,-0.59,-0.51,150
15.2,9.69,2.57,0.17,-0.51,-0.6,-0.52,150
15.4,9.81,2.68,0.18,-0.43,-0.66,-0.49,150
15.6,9.96,2.74,0.18,-0.45,-0.67,-0.52,150
15.8,10.04,2.74,0.26,-0.45,-0.64,-0.57,150
16,10.06,2.83,0.27,-0.49,-0.62,-0.51,150
16.2,10.23,2.91,0.24,-0.45,-0.64,-0.53,150
16.4,10.35,2.98,0.32,-0.45,-0.63,-0.56,150
16.6,10.46,3.03,0.38,-0.45,-0.62,-0.52,150
16.8,10.57,3.05,0.34,-0.48,-0.63,-0.53,150
17,10.66,3.09,0.42,-0.4,-0.59,-0.56,150
17.2,10.79,3.16,0.41,-0.41,-0.63,-0.52,150
17.4,10.85,3.25,0.42,-0.45,-0.62,-0.56,150
17.6,10.93,3.3,0.47,-0.45,-0.67,-0.59,150
17.8,11.05,3.38,0.45,-0.41,-0.6,-0.53,150
18,11.14,3.4,0.51,-0.41,-0.64,-0.53,150
18.2,11.27,3.42,0.52,-0.37,-0.62,-0.62,150
18.4,11.34,3.48,0.52,-0.38,-0.66,-0.57,150
18.6,11.45,3.56,0.56,-0.38,-0.59,-0.59,150
18.8,11.46,3.69,0.61,-0.37,-0.66,-0.53,150
19,11.57,3.69,0.65,-0.41,-0.67,-0.62,150
19.2,11.73,3.7,0.61,-0.4,-0.6,-0.52,150
19.4,11.84,3.79,0.73,-0.36,-0.59,-0.59,150
19.6,11.92,3.86,0.66,-0.36,-0.62,-0.53,150
19.8,11.98,3.92,0.75,-0.34,-0.62,-0.53,150
20,12.05,3.98,0.75,-0.38,-0.6,-0.48,150
20.2,12.16,4.03,0.87,-0.32,-0.62,-0.57,150
20.4,12.22,4.12,0.83,-0.3,-0.6,-0.49,150
20.6,12.37,4.16,0.84,-0.34,-0.59,-0.56,150
20.8,12.39,4.25,0.88,-0.32,-0.59,-0.56,150
21,12.56,4.23,0.93,-0.3,-0.62,-0.53,150
21.2,12.61,4.24,0.93,-0.28,-0.6,-0.53,150
21.4,12.69,4.41,0.95,-0.26,-0.56,-0.53,150
21.6,12.8,4.44,1.02,-0.24,-0.6,-0.53,150
21.8,12.91,4.52,1.04,-0.26,-0.6,-0.57,150
22,12.95,4.58,1.1,-0.2,-0.6,-0.56,150
22.2,13.08,4.58,1.16,-0.2,-0.53,-0.52,150
22.4,13.1,4.66,1.09,-0.22,-0.56,-0.51,150
22.6,13.16,4.7,1.1,-0.17,-0.57,-0.53,150
22.8,13.23,4.7,1.18,-0.17,-0.59,-0.56,150
23,13.29,4.79,1.24,-0.18,-0.59,-0.57,150
23.2,13.42,4.83,1.2,-0.2,-0.57,-0.52,150
23.4,13.55,4.91,1.26,-0.22,-0.52,-0.48,150
23.6,13.63,5.01,1.36,-0.16,-0.59,-0.53,150
23.8,13.68,5.08,1.3,-0.12,-0.52,-0.52,150
24,13.79,5.12,1.4,-0.11,-0.52,-0.56,150
24.2,13.88,5.16,1.36,-0.07,-0.57,-0.59,150
24.4,13.98,5.16,1.43,-0.11,-0.51,-0.52,150
24.6,14.05,5.24,1.43,-0.09,-0.53,-0.56,150
24.8,14.09,5.29,1.51,-0.07,-0.56,-0.57,150
25,14.23,5.34,1.49,-0.04,-0.45,-0.51,150
25.2,14.3,5.41,1.51,-0.03,-0.53,-0.51,150
25.4,14.33,5.47,1.51,0.02,-0.45,-0.53,150
25.6,14.45,5.48,1.59,-0.03,-0.49,-0.53,150
25.8,14.59,5.55,1.57,0.03,-0.51,-0.53,150
26,14.63,5.63,1.67,0.04,-0.51,-0.51,150
26.2,14.73,5.68,1.73,0,-0.53,-0.51,150
26.4,14.76,5.73,1.7,0.04,-0.56,-0.48,150
26.6,14.86,5.83,1.79,0.04,-0.49,-0.56,150
26.8,14.92,5.87,1.79,0.03,-0.43,-0.51,150
27,14.99,5.89,1.86,0,-0.45,-0.51,150
27.2,15.08,5.95,1.84,0.09,-0.45,-0.52,150
27.4,15.19,6.03,1.86,0.12,-0.49,-0.51,150
27.6,15.26,6.01,1.86,0.1,-0.52,-0.53,150
27.8,15.34,6.03,1.92,0.09,-0.48,-0.56,150
28,15.43,6.16,1.95,0.13,-0.48,-0.57,150
28.2,15.47,6.23,1.94,0.12,-0.45,-0.52,150
28.4,15.53,6.26,2,0.14,-0.51,-0.48,150
28.6,15.64,6.29,2.05,0.18,-0.45,-0.48,150
28.8,15.69,6.37,2.06,0.14,-0.48,-0.51,150
29,15.77,6.45,2.09,0.14,-0.45,-0.49,150
29.2,15.86,6.45,2.13,0.26,-0.45,-0.52,150
29.4,15.88,6.55,2.16,0.24,-0.45,-0.53,150
29.6,16.02,6.57,2.22,0.26,-0.37,-0.49,150
29.8,16.09,6.6,2.23,0.18,-0.45,-0.52,150
30,16.12,6.63,2.27,0.24,-0.45,-0.51,150
30.2,16.25,6.7,2.29,0.27,-0.45,-0.51,150
30.4,16.27,6.77,2.35,0.28,-0.34,-0.52,150
30.6,16.35,6.78,2.41,0.28,-0.38,-0.51,150
30.8,16.46,6.91,2.34,0.3,-0.45,-0.51,150
31,16.55,6.84,2.43,0.34,-0.36,-0.45,150
31.2,16.63,6.95,2.43,0.27,-0.34,-0.45,150
31.4,16.7,7.04,2.48,0.34,-0.37,-0.49,150
31.6,16.77,7.04,2.51,0.32,-0.4,-0.51,150
31.8,16.79,7.12,2.58,0.42,-0.41,-0.57,150
32,16.92,7.2,2.54,0.4,-0.37,-0.56,150
32.2,17.01,7.23,2.6,0.41,-0.36,-0.51,150
32.4,17.06,7.23,2.64,0.34,-0.32,-0.48,150
32.6,17.13,7.33,2.68,0.4,-0.38,-0.51,150
32.8,17.14,7.34,2.62,0.46,-0.26,-0.52,150
33,17.28,7.43,2.7,0.48,-0.3,-0.51,150
33.2,17.28,7.41,2.7,0.52,-0.3,-0.45,150
33.4,17.41,7.53,2.78,0.51,-0.3,-0.51,150
33.6,17.41,7.56,2.88,0.55,-0.34,-0.51,150
33.8,17.61,7.56,2.86,0.54,-0.3,-0.52,150
34,17.62,7.62,2.84,0.54,-0.26,-0.53,150
34.2,17.63,7.68,2.91,0.51,-0.28,-0.51,150
34.4,17.77,7.73,2.92,0.55,-0.3,-0.45,150
34.6,17.8,7.7,2.91,0.51,-0.26,-0.48,150
34.8,17.87,7.81,3.05,0.63,-0.26,-0.48,150
35,17.96,7.88,3.03,0.63,-0.28,-0.48,150
35.2,18.02,7.9,3.05,0.6,-0.23,-0.48,150
35.4,18.16,7.98,3.12,0.69,-0.23,-0.45,150
35.6,18.16,8.02,3.09,0.65,-0.26,-0.45,150
35.8,18.25,8.04,3.11,0.67,-0.3,-0.43,150
36,18.31,8.13,3.23,0.65,-0.18,-0.45,150
36.2,18.31,8.09,3.19,0.73,-0.26,-0.48,150
36.4,18.47,8.11,3.26,0.67,-0.26,-0.48,150
36.6,18.47,8.29,3.23,0.67,-0.28,-0.45,150
