Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,-0.48,-0.52,-0.66,-0.81,-0.87,-0.76,150
0.2,-0.51,-0.56,-0.72,-0.81,-0.84,-0.73,150
0.4,-0.53,-0.6,-0.72,-0.76,-0.84,-0.73,150
0.6,-0.43,-0.53,-0.7,-0.8,-0.81,-0.77,150
0.8,-0.34,-0.57,-0.76,-0.79,-0.87,-0.8,150
1,-0.23,-0.49,-0.72,-0.79,-0.84,-0.77,150
1.2,-0.03,-0.53,-0.67,-0.72,-0.84,-0.79,150
1.4,0.17,-0.59,-0.7,-0.71,-0.84,-0.79,150
1.6,0.37,-0.57,-0.7,-0.8,-0.84,-0.72,150
1.8,0.6,-0.6,-0.7,-0.72,-0.8,-0.72,150
2,0.79,-0.56,-0.7,-0.72,-0.84,-0.73,150
2.2,1,-0.53,-0.66,-0.73,-0.86,-0.76,150
2.4,1.22,-0.49,-0.67,-0.77,-0.87,-0.77,150
2.6,1.45,-0.52,-0.66,-0.73,-0.81,-0.73,150
2.8,1.59,-0.51,-0.73,-0.7,-0.84,-0.72,150
3,1.86,-0.51,-0.71,-0.71,-0.8,-0.8,150
3.2,2.06,-0.45,-0.7,-0.79,-0.86,-0.73,150
3.4,2.28,-0.45,-0.66,-0.79,-0.79,-0.79,150
3.6,2.41,-0.38,-0.66,-0.72,-0.81,-0.73,150
3.8,2.64,-0.38,-0.72,-0.72,-0.91,-0.76,150
4,2.83,-0.34,-0.64,-0.71,-0.81,-0.72,150
4.2,3.05,-0.3,-0.7,-0.73,-0.84,-0.76,150
4.4,3.25,-0.28,-0.7,-0.73,-0.79,-0.76,150
4.6,3.42,-0.24,-0.67,-0.79,-0.8,-0.77,150
4.8,3.65,-0.18,-0.57,-0.71,-0.84,-0.73,150
5,3.81,-0.2,-0.72,-0.73,-0.84,-0.73,150
5.2,3.95,-0.12,-0.66,-0.79,-0.81,-0.72,150
5.4,4.18,-0.07,-0.72,-0.7,-0.84,-0.77,150
5.6,4.34,-0.07,-0.66,-0.67,-0.81,-0.79,150
5.8,4.48,0.05,-0.63,-0.77,-0.84,-0.71,150
6,4.66,0.1,-0.6,-0.73,-0.86,-0.73,150
6.2,4.84,0.1,-0.7,-0.8,-0.84,-0.73,150
6.4,4.97,0.23,-0.62,-0.77,-0.79,-0.71,150
6.6,5.1,0.24,-0.67,-0.72,-0.81,-0.73,150
6.8,5.32,0.26,-0.56,-0.76,-0.8,-0.73,150
7,5.47,0.38,-0.63,-0.73,-0.86,-0.73,150
7.2,5.63,0.42,-0.62,-0.76,-0.87,-0.8,150
7.4,5.77,0.52,-0.6,-0.7,-0.84,-0.77,150
7.6,5.98,0.55,-0.57,-0.77,-0.84,-0.77,150
7.8,6.09,0.6,-0.57,-0.76,-0.73,-0.76,150
8,6.23,0.63,-0.57,-0.7,-0.86,-0.71,150
8.2,6.43,0.75,-0.52,-0.72,-0.84,-0.7,150
8.4,6.57,0.77,-0.52,-0.72,-0.77,-0.73,150
8.6,6.63,0.83,-0.45,-0.71,-0.76,-0.71,150
8.8,6.78,0.94,-0.52,-0.71,-0.81,-0.77,150
9,6.93,1,-0.52,-0.7,-0.8,-0.72,150
9.2,7.13,1.08,-0.45,-0.71,-0.8,-0.77,150
9.4,7.27,1.14,-0.41,-0.76,-0.81,-0.73,150
9.6,7.41,1.16,-0.38,-0.72,-0.84,-0.72,150
9.8,7.5,1.28,-0.45,-0.7,-0.84,-0.76,150
10,7.66,1.36,-0.41,-0.72,-0.86,-0.76,150
10.2,7.81,1.32,-0.38,-0.73,-0.84,-0.76,150
10.4,7.91,1.4,-0.45,-0.73,-0.84,-0.77,150
10.6,8.05,1.46,-0.4,-0.71,-0.79,-0.77,150
10.8,8.13,1.56,-0.37,-0.7,-0.87,-0.73,150
11,8.23,1.61,-0.38,-0.66,-0.8,-0.76,150
11.2,8.38,1.73,-0.3,-0.67,-0.86,-0.71,150
11.4,8.59,1.8,-0.38,-0.63,-0.84,-0.76,150
11.6,8.65,1.85,-0.34,-0.7,-0.8,-0.77,150
11.8,8.77,1.89,-0.3,-0.7,-0.81,-0.79,150
12,8.92,2.02,-0.26,-0.67,-0.79,-0.79,150
12.2,9.01,2.02,-0.24,-0.71,-0.84,-0.76,150
12.4,9.15,2.13,-0.17,-0.66,-0.79,-0.76,150
12.6,9.28,2.2,-0.17,-0.66,-0.81,-0.76,150
12.8,9.38,2.29,-0.18,-0.67,-0.81,-0.73,150
