Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,-0.45,-0.62,-0.81,-0.93,-0.97,-0.92,230
0.2,-0.49,-0.63,-0.81,-0.91,-1.03,-0.99,230
0.4,-0.2,-0.57,-0.87,-0.87,-0.97,-0.93,230
0.6,0.32,-0.56,-0.9,-0.91,-0.99,-0.95,230
0.8,1.12,-0.49,-0.81,-0.93,-0.97,-0.97,230
1,1.66,-0.32,-0.81,-0.93,-1.01,-0.93,230
1.2,2.63,-0.04,-0.71,-0.92,-0.98,-0.97,230
1.4,3.52,0.23,-0.7,-0.9,-1.03,-0.93,230
1.6,4.31,0.52,-0.66,-0.93,-1.05,-0.97,230
1.8,4.97,0.84,-0.53,-0.79,-1.03,-0.97,230
2,5.89,1.3,-0.4,-0.84,-1.01,-0.92,230
2.2,6.78,1.63,-0.2,-0.81,-1.01,-0.95,230
2.4,7.18,2.13,-0.15,-0.73,-1.03,-0.95,230
2.6,8.27,2.57,0.04,-0.63,-1.01,-0.97,230
2.8,9.09,3.05,0.23,-0.71,-0.97,-0.99,230
3,9.69,3.42,0.45,-0.57,-0.93,-0.93,230
3.2,10.55,3.95,0.65,-0.45,-0.91,-0.97,230
3.4,11.32,4.39,0.93,-0.38,-0.86,-0.93,230
3.6,12.13,4.87,1.07,-0.3,-0.81,-0.92,230
3.8,12.72,5.27,1.37,-0.12,-0.81,-0.93,230
4,13.55,5.83,1.66,-0.08,-0.79,-0.91,230
4.2,14.15,6.3,1.92,0.1,-0.64,-0.9,230
4.4,15.04,6.7,2.2,0.23,-0.64,-0.86,230
4.6,15.57,7.22,2.37,0.42,-0.49,-0.81,230
4.8,16.27,7.66,2.83,0.55,-0.51,-0.87,230
5,16.96,8.17,3.03,0.67,-0.41,-0.76,230
5.2,17.41,8.6,3.38,0.83,-0.37,-0.77,230
5.4,18.23,8.97,3.65,1.02,-0.28,-0.77,230
5.6,18.95,9.55,3.95,1.18,-0.2,-0.66,230
5.8,19.49,10.02,4.24,1.32,-0.04,-0.66,230
6,20.09,10.51,4.53,1.59,0.02,-0.63,230
6.2,20.72,10.95,4.85,1.73,0.1,-0.52,230
6.4,21.39,11.41,5.08,1.91,0.17,-0.52,230
6.6,21.9,11.8,5.41,2.09,0.28,-0.45,230
6.8,22.49,12.18,5.7,2.34,0.41,-0.45,230
7,22.94,12.63,5.97,2.49,0.55,-0.38,230
7.2,23.66,12.99,6.3,2.63,0.66,-0.37,230
7.4,24.15,13.58,6.58,2.91,0.8,-0.24,230
7.6,24.69,13.91,6.85,2.99,0.84,-0.22,230
7.8,25.28,14.33,7.2,3.23,1.03,-0.16,230
8,25.77,14.84,7.43,3.48,1.1,-0.11,230
8.2,26.2,15.26,7.74,3.63,1.23,-0.02,230
8.4,26.76,15.59,8.02,3.81,1.38,0.05,230
8.6,27.34,16.01,8.42,4.1,1.52,0.09,230
8.8,27.59,16.45,8.73,4.29,1.65,0.13,230
9,28.21,16.74,8.97,4.5,1.73,0.27,230
9.2,28.73,17.16,9.21,4.66,1.94,0.3,230
9.4,29.1,17.63,9.54,4.93,2.06,0.45,230
9.6,29.72,18.01,9.75,5.1,2.19,0.52,230
9.8,30.14,18.27,10.08,5.33,2.3,0.56,230
10,30.62,18.62,10.42,5.47,2.47,0.66,230
10.2,30.98,19.12,10.68,5.64,2.52,0.7,230
10.4,31.46,19.38,10.91,5.84,2.7,0.84,230
10.6,31.83,19.75,11.2,6.04,2.88,0.83,230
10.8,32.36,20.12,11.51,6.26,3.05,0.89,230
11,32.73,20.55,11.74,6.51,3.11,1.07,230
11.2,33.2,20.73,12.07,6.7,3.27,1.09,230
11.4,33.65,21.14,12.31,6.87,3.46,1.16,230
11.6,34.06,21.5,12.48,7.08,3.56,1.3,230
11.8,34.41,21.79,12.82,7.28,3.66,1.32,230
12,34.88,22.09,13.06,7.43,3.89,1.47,230
12.2,35.14,22.5,13.36,7.63,3.95,1.49,230
12.4,35.53,22.83,13.57,7.83,4.12,1.65,230
12.6,35.97,23.07,13.81,8.04,4.22,1.73,230
12.8,36.38,23.35,14.06,8.17,4.44,1.79,230
13,36.63,23.75,14.24,8.42,4.53,1.86,230
13.2,37.04,24.04,14.52,8.6,4.66,1.98,230
13.4,37.37,24.31,14.8,8.81,4.8,2,230
13.6,37.77,24.52,15.01,8.95,4.97,2.12,230
13.8,38.05,24.98,15.19,9.13,5.08,2.25,230
14,38.46,25.23,15.51,9.26,5.24,2.3,230
14.2,38.85,25.44,15.71,9.41,5.32,2.41,230
14.4,39.21,25.75,15.91,9.63,5.43,2.51,230
14.6,39.38,26.08,16.13,9.86,5.64,2.54,230
14.8,39.85,26.36,16.55,10,5.78,2.63,230
15,40.16,26.61,16.63,10.15,5.83,2.77,230
15.2,40.3,26.86,16.9,10.41,6.02,2.8,230
15.4,40.75,27.1,17.09,10.52,6.14,2.91,230
15.6,41.1,27.47,17.3,10.7,6.23,3.05,230
15.8,41.41,27.69,17.55,10.91,6.37,3.11,230
16,41.73,28.02,17.7,11.09,6.52,3.19,230
16.2,41.98,28.3,17.91,11.26,6.63,3.19,230
16.4,42.32,28.5,18.16,11.4,6.8,3.34,230
16.6,42.56,28.73,18.37,11.55,6.95,3.42,230
16.8,42.93,28.98,18.57,11.73,7.06,3.48,230
17,43.12,29.24,18.71,11.84,7.18,3.55,230
17.2,43.5,29.45,18.99,12.07,7.31,3.65,230
17.4,43.75,29.72,19.05,12.2,7.49,3.7,230
17.6,44.06,29.99,19.37,12.37,7.56,3.86,230
17.8,44.36,30.22,19.58,12.52,7.7,3.94,230
18,44.62,30.45,19.7,12.66,7.88,4.08,230
18.2,44.91,30.65,19.91,12.83,7.96,4.14,230
18.4,45.1,30.91,20.11,12.99,8.02,4.23,230
18.6,45.27,31.15,20.35,13.1,8.11,4.25,230
18.8,45.61,31.34,20.53,13.3,8.29,4.31,230
19,45.86,31.54,20.67,13.45,8.4,4.44,230
19.2,46.1,31.8,20.9,13.61,8.56,4.5,230
19.4,46.32,32.08,20.99,13.7,8.66,4.59,230
19.6,46.55,32.23,21.23,13.81,8.78,4.7,230
19.8,46.82,32.46,21.45,14.02,8.9,4.72,230
20,47.11,32.66,21.58,14.17,8.99,4.91,230
20.2,47.27,32.87,21.72,14.26,9.09,4.85,230
20.4,47.53,33.01,21.91,14.35,9.21,5.01,230
20.6,47.84,33.27,22.05,14.5,9.35,5.1,230
20.8,48.06,33.45,22.14,14.71,9.48,5.16,230
21,48.21,33.6,22.38,14.78,9.49,5.28,230
21.2,48.46,33.8,22.54,14.95,9.66,5.29,230
21.4,48.77,34.02,22.77,15.01,9.77,5.41,230
21.6,48.87,34.18,22.9,15.2,9.81,5.47,230
21.8,49.1,34.3,23.1,15.38,9.98,5.52,230
22,49.35,34.56,23.23,15.43,10.15,5.6,230
22.2,49.5,34.73,23.3,15.57,10.21,5.74,230
22.4,49.72,34.9,23.46,15.77,10.31,5.78,230
22.6,49.92,35.05,23.62,15.82,10.42,5.89,230
22.8,50.16,35.28,23.8,15.91,10.43,5.88,230
23,50.32,35.48,23.93,16.12,10.59,6.01,230
23.2,50.51,35.59,24.1,16.23,10.63,6.03,230
23.4,50.74,35.79,24.2,16.29,10.7,6.12,230
23.6,51.03,35.98,24.38,16.46,10.82,6.22,230
23.8,51.16,36.2,24.58,16.58,10.98,6.28,230
24,51.31,36.36,24.66,16.66,11.09,6.3,230
24.2,51.54,36.52,24.83,16.77,11.14,6.38,230
24.4,51.73,36.6,24.98,16.87,11.26,6.47,230
24.6,51.88,36.84,25.05,17.07,11.38,6.57,230
24.8,52.08,36.97,25.21,17.14,11.46,6.53,230
25,52.27,37.08,25.31,17.23,11.59,6.64,230
25.2,52.46,37.23,25.45,17.42,11.65,6.74,230
25.4,52.66,37.39,25.56,17.53,11.73,6.8,230
25.6,52.84,37.58,25.75,17.63,11.81,6.85,230
25.8,52.96,37.75,25.84,17.73,11.88,6.95,230
26,53.16,37.91,25.97,17.83,11.98,6.95,230
26.2,53.33,38.07,26.17,17.9,12.08,7.08,230
26.4,53.51,38.2,26.29,18.01,12.24,7.14,230
26.6,53.64,38.36,26.36,18.09,12.33,7.25,230
26.8,53.85,38.51,26.47,18.18,12.33,7.29,230
27,53.98,38.65,26.65,18.31,12.48,7.27,230
27.2,54.2,38.76,26.8,18.48,12.59,7.43,230
27.4,54.34,38.91,26.84,18.52,12.59,7.47,230
27.6,54.48,39.13,26.91,18.66,12.7,7.49,230
27.8,54.67,39.21,27.04,18.71,12.72,7.59,230
28,54.73,39.33,27.22,18.79,12.87,7.63,230
28.2,54.96,39.48,27.37,18.95,12.89,7.74,230
28.4,55.11,39.55,27.42,19.03,13.08,7.77,230
28.6,55.26,39.74,27.55,19.09,13.1,7.88,230
28.8,55.39,39.81,27.7,19.23,13.27,7.88,230
29,55.55,40,27.77,19.38,13.29,7.99,230
29.2,55.68,40.14,27.87,19.4,13.36,8.05,230
29.4,55.82,40.22,27.96,19.53,13.47,8.09,230
29.6,55.99,40.33,28.15,19.59,13.51,8.17,230
29.8,56.13,40.55,28.2,19.66,13.52,8.16,230
30,56.34,40.62,28.32,19.78,13.61,8.25,230
30.2,56.38,40.75,28.42,19.86,13.72,8.33,230
30.4,56.59,40.87,28.53,19.96,13.77,8.38,230
30.6,56.69,40.96,28.62,19.98,13.83,8.44,230
30.8,56.84,41.07,28.73,20.1,13.98,8.46,230
31,56.99,41.16,28.84,20.2,14.01,8.54,230
31.2,57.1,41.29,28.92,20.22,14.03,8.57,230
31.4,57.28,41.39,29.01,20.27,14.13,8.63,230
31.6,57.35,41.58,29.17,20.5,14.23,8.72,230
31.8,57.53,41.6,29.3,20.57,14.24,8.73,230
32,57.66,41.79,29.37,20.63,14.37,8.8,230
32.2,57.72,41.92,29.47,20.77,14.38,8.86,230
32.4,57.84,42.03,29.58,20.77,14.5,8.9,230
32.6,57.99,42.15,29.6,20.86,14.63,8.99,230
32.8,58.16,42.18,29.7,20.91,14.63,9.01,230
33,58.3,42.34,29.73,21.04,14.73,9.05,230
