Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,1.3,0.97,0.79,0.54,0.51,0.46,230
0.2,1.38,0.95,0.81,0.52,0.54,0.46,230
0.4,1.4,0.97,0.81,0.51,0.52,0.52,230
0.6,1.81,0.87,0.75,0.54,0.54,0.47,230
0.8,2.43,0.97,0.84,0.59,0.52,0.47,230
1,3.02,1.08,0.83,0.6,0.54,0.47,230
1.2,3.51,1.2,0.8,0.52,0.48,0.48,230
1.4,4.25,1.3,0.77,0.47,0.52,0.55,230
1.6,4.95,1.43,0.87,0.46,0.52,0.46,230
1.8,5.57,1.61,0.89,0.51,0.48,0.45,230
2,6.1,1.84,0.93,0.56,0.52,0.48,230
2.2,6.85,2.02,1.04,0.48,0.56,0.51,230
2.4,7.33,2.25,1.12,0.51,0.55,0.42,230
2.6,8.11,2.58,1.18,0.56,0.56,0.45,230
2.8,8.72,2.84,1.23,0.59,0.55,0.51,230
3,9.38,3.12,1.33,0.61,0.52,0.47,230
3.2,9.86,3.41,1.52,0.63,0.51,0.47,230
3.4,10.48,3.7,1.61,0.66,0.51,0.47,230
3.6,10.99,3.94,1.77,0.73,0.56,0.42,230
3.8,11.73,4.34,1.89,0.67,0.54,0.41,230
4,12.2,4.66,2.06,0.77,0.6,0.41,230
4.2,12.8,4.91,2.29,0.8,0.59,0.51,230
4.4,13.17,5.29,2.35,0.89,0.67,0.45,230
4.6,13.79,5.59,2.57,0.97,0.67,0.41,230
4.8,14.37,5.87,2.8,1,0.67,0.42,230
5,14.92,6.16,2.91,1.12,0.7,0.52,230
5.2,15.34,6.45,3.13,1.18,0.73,0.45,230
5.4,15.92,6.85,3.31,1.24,0.75,0.52,230
5.6,16.46,7.16,3.48,1.24,0.81,0.52,230
5.8,16.95,7.53,3.67,1.42,0.81,0.48,230
6,17.34,7.75,3.94,1.47,0.87,0.54,230
6.2,17.85,8.1,4.08,1.56,0.9,0.54,230
6.4,18.29,8.42,4.28,1.73,0.97,0.54,230
