Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,0.73,0.42,0.26,0.17,0.17,0.17,130
0.2,0.73,0.4,0.26,0.18,0.13,0.2,130
0.4,0.83,0.46,0.26,0.18,0.2,0.2,130
0.6,1,0.42,0.28,0.17,0.17,0.2,130
0.8,1.33,0.37,0.23,0.14,0.14,0.14,130
1,1.63,0.45,0.27,0.17,0.17,0.18,130
1.2,2.06,0.41,0.28,0.14,0.2,0.18,130
1.4,2.51,0.45,0.26,0.1,0.13,0.14,130
1.6,2.91,0.46,0.27,0.17,0.2,0.17,130
1.8,3.27,0.45,0.23,0.14,0.05,0.14,130
2,3.95,0.45,0.24,0.18,0.12,0.14,130
2.2,4.44,0.47,0.23,0.12,0.12,0.13,130
2.4,4.87,0.51,0.23,0.12,0.13,0.12,130
2.6,5.41,0.51,0.27,0.12,0.13,0.13,130
2.8,5.95,0.56,0.26,0.07,0.12,0.09,130
3,6.38,0.61,0.24,0.1,0.17,0.18,130
3.2,7.02,0.6,0.18,0.12,0.12,0.17,130
3.4,7.5,0.66,0.24,0.09,0.03,0.1,130
3.6,7.91,0.79,0.23,0.12,0.12,0.09,130
3.8,8.45,0.87,0.23,0.12,0.09,0.09,130
4,8.98,0.93,0.2,0.17,0.09,0.13,130
4.2,9.57,0.9,0.28,0.12,0.12,0.09,130
4.4,9.96,1.04,0.24,0.07,0.1,0.07,130
4.6,10.42,1.12,0.24,0.14,0.14,0.13,130
4.8,10.98,1.23,0.2,0.17,0.07,0.1,130
5,11.59,1.3,0.2,0.17,0.13,0.12,130
5.2,11.92,1.46,0.26,0.07,0.1,0.1,130
5.4,12.48,1.53,0.26,0.14,0.12,0.13,130
5.6,12.86,1.59,0.3,0.12,0.12,0.14,130
5.8,13.3,1.73,0.26,0.12,0.12,0.13,130
6,13.78,1.85,0.32,0.17,0.13,0.13,130
6.2,14.33,1.98,0.27,0.12,0.13,0.13,130
6.4,14.73,2.06,0.32,0.14,0.12,0.2,130
6.6,15.1,2.29,0.28,0.09,0.1,0.12,130
6.8,15.58,2.33,0.32,0.12,0.12,0.17,130
7,16.08,2.49,0.34,0.1,0.23,0.18,130
7.2,16.45,2.63,0.34,0.17,0.12,0.17,130
7.4,16.89,2.77,0.34,0.13,0.14,0.18,130
7.6,17.34,2.98,0.45,0.17,0.14,0.12,130
7.8,17.7,3.12,0.34,0.1,0.14,0.14,130
8,18.09,3.21,0.42,0.18,0.18,0.14,130
8.2,18.47,3.38,0.42,0.2,0.14,0.2,130
8.4,18.97,3.55,0.51,0.12,0.14,0.12,130
8.6,19.28,3.7,0.51,0.17,0.14,0.18,130
8.8,19.7,3.81,0.59,0.2,0.2,0.2,130
9,20.17,3.92,0.56,0.12,0.12,0.18,130
9.2,20.46,4.18,0.54,0.2,0.2,0.17,130
9.4,20.79,4.3,0.63,0.2,0.14,0.17,130
9.6,21.23,4.38,0.69,0.14,0.18,0.18,130
9.8,21.5,4.55,0.65,0.2,0.13,0.2,130
10,21.99,4.7,0.65,0.2,0.2,0.14,130
10.2,22.3,4.88,0.7,0.23,0.13,0.18,130
10.4,22.76,5.07,0.8,0.14,0.13,0.2,130
10.6,23.02,5.18,0.77,0.18,0.2,0.14,130
10.8,23.53,5.33,0.8,0.23,0.2,0.13,130
11,23.77,5.49,0.84,0.18,0.2,0.18,130
11.2,24.12,5.62,0.9,0.24,0.2,0.18,130
11.4,24.44,5.8,0.98,0.23,0.17,0.12,130
11.6,24.8,6.04,0.9,0.2,0.23,0.18,130
11.8,25.08,6.18,0.97,0.27,0.2,0.17,130
12,25.45,6.33,1.03,0.2,0.14,0.17,130
12.2,25.82,6.45,0.98,0.24,0.17,0.14,130
12.4,26.17,6.63,1.08,0.23,0.14,0.17,130
12.6,26.47,6.72,1.1,0.2,0.07,0.14,130
12.8,26.74,6.93,1.16,0.26,0.17,0.18,130
13,27.15,7.09,1.23,0.23,0.17,0.14,130
13.2,27.34,7.19,1.2,0.26,0.13,0.12,130
13.4,27.8,7.39,1.26,0.3,0.17,0.14,130
13.6,28.09,7.53,1.26,0.32,0.18,0.17,130
13.8,28.4,7.68,1.36,0.28,0.14,0.17,130
14,28.62,7.89,1.37,0.34,0.26,0.14,130
14.2,29,7.99,1.42,0.32,0.23,0.2,130
14.4,29.39,8.13,1.52,0.37,0.17,0.2,130
14.6,29.58,8.25,1.51,0.34,0.14,0.2,130
14.8,29.9,8.46,1.59,0.34,0.2,0.17,130
15,30.23,8.56,1.59,0.38,0.2,0.17,130
15.2,30.45,8.71,1.67,0.38,0.18,0.14,130
15.4,30.72,8.88,1.73,0.41,0.2,0.12,130
15.6,31.02,9.09,1.79,0.37,0.17,0.09,130
15.8,31.37,9.24,1.77,0.38,0.2,0.17,130
16,31.55,9.38,1.81,0.45,0.17,0.17,130
16.2,31.89,9.49,1.91,0.41,0.18,0.17,130
16.4,32.22,9.66,1.92,0.42,0.2,0.09,130
16.6,32.47,9.8,1.98,0.42,0.17,0.13,130
16.8,32.73,9.95,2.05,0.46,0.2,0.12,130
17,33.06,10.08,2.08,0.47,0.14,0.14,130
17.2,33.38,10.19,2.2,0.54,0.13,0.17,130
17.4,33.49,10.36,2.14,0.51,0.2,0.17,130
17.6,33.86,10.46,2.19,0.51,0.18,0.17,130
17.8,34.09,10.63,2.3,0.54,0.23,0.18,130
18,34.34,10.77,2.33,0.59,0.18,0.12,130
18.2,34.6,10.93,2.33,0.59,0.2,0.14,130
18.4,34.84,11.05,2.48,0.55,0.17,0.14,130
18.6,35.09,11.25,2.47,0.56,0.2,0.14,130
18.8,35.28,11.3,2.49,0.6,0.13,0.18,130
19,35.58,11.47,2.55,0.6,0.17,0.17,130
19.2,35.77,11.7,2.58,0.66,0.23,0.13,130
19.4,36.05,11.76,2.72,0.6,0.2,0.13,130
19.6,36.29,11.84,2.7,0.69,0.24,0.12,130
19.8,36.55,11.99,2.76,0.7,0.23,0.1,130
20,36.75,12.12,2.78,0.73,0.28,0.14,130
20.2,37.02,12.33,2.82,0.7,0.23,0.12,130
20.4,37.33,12.35,2.86,0.73,0.2,0.13,130
20.6,37.55,12.63,2.92,0.77,0.23,0.12,130
20.8,37.77,12.63,2.93,0.7,0.23,0.1,130
21,38.03,12.8,3.05,0.83,0.14,0.12,130
21.2,38.29,12.95,3.11,0.8,0.24,0.18,130
21.4,38.44,13.08,3.2,0.81,0.27,0.14,130
21.6,38.69,13.17,3.19,0.84,0.24,0.12,130
21.8,38.98,13.36,3.21,0.87,0.26,0.17,130
22,39.17,13.49,3.32,0.9,0.18,0.1,130
22.2,39.41,13.58,3.41,0.89,0.3,0.09,130
22.4,39.67,13.77,3.42,0.93,0.27,0.13,130
22.6,39.88,13.85,3.42,0.9,0.27,0.13,130
22.8,40.1,13.98,3.51,0.94,0.23,0.13,130
23,40.26,14.13,3.59,1.02,0.26,0.14,130
23.2,40.51,14.3,3.6,1.02,0.26,0.13,130
23.4,40.65,14.35,3.66,1.02,0.32,0.13,130
23.6,40.88,14.56,3.65,1.07,0.27,0.14,130
23.8,41.05,14.58,3.76,1.09,0.32,0.14,130
24,41.41,14.71,3.8,1.08,0.37,0.12,130
24.2,41.56,14.86,3.84,1.03,0.37,0.12,130
24.4,41.83,15.01,3.9,1.16,0.32,0.13,130
24.6,42.02,15.16,3.98,1.16,0.34,0.1,130
24.8,42.23,15.23,3.98,1.12,0.34,0.18,130
25,42.37,15.38,4.08,1.16,0.34,0.17,130
25.2,42.59,15.38,4.12,1.18,0.38,0.13,130
25.4,42.82,15.52,4.16,1.18,0.34,0.14,130
25.6,43.06,15.66,4.18,1.23,0.38,0.18,130
25.8,43.26,15.8,4.23,1.24,0.34,0.07,130
26,43.45,15.88,4.35,1.32,0.37,0.13,130
26.2,43.63,16.01,4.34,1.3,0.41,0.17,130
26.4,43.81,16.16,4.43,1.3,0.34,0.17,130
26.6,43.99,16.23,4.45,1.36,0.4,0.13,130
26.8,44.27,16.36,4.48,1.32,0.38,0.17,130
27,44.36,16.52,4.53,1.38,0.41,0.2,130
27.2,44.64,16.62,4.63,1.42,0.4,0.17,130
27.4,44.82,16.66,4.64,1.4,0.42,0.13,130
27.6,45,16.81,4.7,1.36,0.45,0.18,130
27.8,45.3,16.95,4.74,1.42,0.45,0.14,130
28,45.41,17.07,4.8,1.47,0.4,0.17,130
28.2,45.56,17.16,4.79,1.47,0.45,0.24,130
28.4,45.68,17.29,4.88,1.56,0.42,0.13,130
28.6,45.91,17.33,4.88,1.51,0.42,0.2,130
28.8,46.08,17.48,4.98,1.56,0.42,0.2,130
29,46.23,17.57,4.97,1.59,0.47,0.14,130
29.2,46.49,17.64,5.04,1.57,0.45,0.13,130
29.4,46.64,17.87,5.07,1.63,0.47,0.14,130
29.6,46.81,17.95,5.1,1.65,0.4,0.13,130
29.8,47.05,18.07,5.18,1.61,0.52,0.17,130
30,47.23,18.2,5.22,1.67,0.54,0.12,130
30.2,47.4,18.3,5.29,1.67,0.52,0.2,130
30.4,47.57,18.34,5.34,1.7,0.47,0.2,130
30.6,47.7,18.44,5.38,1.73,0.48,0.17,130
30.8,47.9,18.55,5.41,1.71,0.48,0.2,130
31,48.09,18.63,5.45,1.71,0.54,0.17,130
31.2,48.21,18.79,5.53,1.73,0.55,0.2,130
31.4,48.43,18.91,5.55,1.85,0.55,0.18,130
31.6,48.55,18.97,5.6,1.85,0.55,0.2,130
31.8,48.78,19.02,5.66,1.84,0.55,0.23,130
32,48.95,19.15,5.7,1.86,0.59,0.14,130
32.2,49.12,19.28,5.66,1.92,0.59,0.14,130
32.4,49.26,19.45,5.77,1.89,0.56,0.17,130
32.6,49.48,19.49,5.83,1.91,0.54,0.2,130
32.8,49.65,19.55,5.91,1.98,0.59,0.13,130
33,49.79,19.65,5.95,1.94,0.63,0.2,130
33.2,49.96,19.7,5.91,2,0.61,0.23,130
33.4,50.11,19.84,6.02,2.06,0.63,0.2,130
33.6,50.29,19.93,6.05,2.02,0.65,0.18,130
33.8,50.45,20.05,6.12,2.08,0.67,0.18,130
34,50.62,20.17,6.14,2.14,0.56,0.17,130
34.2,50.78,20.29,6.22,2.14,0.7,0.23,130
34.4,50.91,20.35,6.22,2.12,0.66,0.18,130
34.6,51.08,20.46,6.24,2.09,0.66,0.14,130
34.8,51.25,20.55,6.29,2.22,0.67,0.23,130
35,51.48,20.53,6.38,2.23,0.73,0.17,130
35.2,51.55,20.7,6.43,2.27,0.66,0.24,130
35.4,51.74,20.73,6.41,2.27,0.73,0.2,130
35.6,51.91,20.8,6.52,2.28,0.69,0.24,130
35.8,52.05,20.97,6.52,2.3,0.73,0.27,130
36,52.23,21.06,6.63,2.34,0.79,0.2,130
36.2,52.36,21.14,6.6,2.35,0.73,0.18,130
36.4,52.52,21.26,6.66,2.37,0.73,0.2,130
36.6,52.66,21.31,6.74,2.41,0.73,0.24,130
36.8,52.83,21.39,6.74,2.38,0.75,0.24,130
37,52.98,21.58,6.8,2.41,0.75,0.23,130
37.2,53.05,21.66,6.85,2.43,0.7,0.23,130
37.4,53.19,21.78,6.82,2.47,0.8,0.23,130
37.6,53.26,21.77,6.85,2.45,0.79,0.27,130
37.8,53.44,21.85,6.95,2.45,0.79,0.26,130
38,53.63,21.97,6.99,2.51,0.83,0.28,130
38.2,53.82,22.05,7.02,2.52,0.83,0.24,130
38.4,53.95,22.14,7.05,2.58,0.81,0.23,130
38.6,54.14,22.27,7.06,2.6,0.84,0.3,130
38.8,54.25,22.34,7.16,2.57,0.89,0.26,130
39,54.38,22.4,7.18,2.6,0.87,0.24,130
39.2,54.57,22.49,7.25,2.68,0.89,0.28,130
39.4,54.64,22.56,7.2,2.68,0.88,0.27,130
39.6,54.76,22.66,7.27,2.63,0.88,0.34,130
39.8,54.84,22.77,7.34,2.7,0.87,0.3,130
40,55.04,22.83,7.35,2.74,0.93,0.34,130
40.2,55.23,22.96,7.41,2.76,0.93,0.32,130
40.4,55.34,22.99,7.48,2.76,0.87,0.28,130
40.6,55.48,23.05,7.53,2.83,0.93,0.32,130
40.8,55.61,23.16,7.5,2.78,0.95,0.28,130
41,55.75,23.25,7.6,2.86,0.89,0.34,130
41.2,55.9,23.33,7.59,2.82,0.95,0.34,130
41.4,56.02,23.4,7.7,2.88,1,0.27,130
41.6,56.19,23.48,7.68,2.88,1.02,0.34,130
41.8,56.3,23.53,7.77,2.9,0.93,0.3,130
42,56.45,23.64,7.75,2.9,1,0.3,130
42.2,56.62,23.71,7.84,2.93,1,0.4,130
42.4,56.7,23.71,7.84,3.02,1.04,0.32,130
42.6,56.81,23.86,7.89,2.98,1.04,0.27,130
42.8,57.02,23.92,7.91,3.02,1.07,0.32,130
43,57.16,24.02,7.96,3.03,1.04,0.37,130
43.2,57.23,24.09,8.02,3.02,1.03,0.4,130
43.4,57.34,24.15,8.02,3.11,1.04,0.34,130
43.6,57.48,24.24,8.09,3.11,1.1,0.37,130
43.8,57.62,24.31,8.17,3.19,1.14,0.37,130
44,57.71,24.31,8.16,3.21,1.1,0.41,130
44.2,57.88,24.44,8.23,3.23,1.09,0.41,130
44.4,58,24.44,8.29,3.23,1.14,0.4,130
44.6,58.13,24.56,8.3,3.2,1.12,0.4,130
44.8,58.17,24.62,8.31,3.21,1.08,0.41,130
45,58.35,24.76,8.38,3.26,1.16,0.41,130
45.2,58.47,24.78,8.38,3.3,1.14,0.4,130
45.4,58.59,24.91,8.4,3.3,1.16,0.34,130
45.6,58.73,24.89,8.48,3.32,1.14,0.37,130
45.8,58.83,25.03,8.45,3.32,1.18,0.42,130
46,58.98,25.09,8.57,3.32,1.18,0.42,130
46.2,59.1,25.1,8.59,3.38,1.16,0.42,130
46.4,59.23,25.23,8.59,3.4,1.16,0.4,130
46.6,59.29,25.23,8.65,3.41,1.16,0.42,130
46.8,59.41,25.39,8.66,3.38,1.24,0.34,130
47,59.52,25.41,8.76,3.45,1.24,0.48,130
47.2,59.7,25.44,8.73,3.48,1.24,0.45,130
47.4,59.73,25.52,8.78,3.48,1.22,0.46,130
47.6,59.89,25.62,8.84,3.52,1.24,0.47,130
47.8,59.98,25.7,8.81,3.48,1.18,0.38,130
48,60.11,25.72,8.92,3.53,1.32,0.41,130
48.2,60.22,25.82,8.91,3.59,1.26,0.41,130
48.4,60.41,25.84,8.91,3.6,1.33,0.42,130
48.6,60.48,26,8.97,3.63,1.3,0.54,130
48.8,60.58,26.02,8.98,3.59,1.3,0.47,130
49,60.72,26.1,9.09,3.67,1.3,0.51,130
49.2,60.81,26.22,9.12,3.66,1.4,0.51,130
49.4,60.89,26.24,9.11,3.65,1.32,0.47,130
49.6,61.08,26.29,9.13,3.7,1.36,0.48,130
49.8,61.16,26.42,9.15,3.8,1.38,0.47,130
50,61.24,26.51,9.21,3.69,1.37,0.48,130
50.2,61.31,26.52,9.24,3.76,1.37,0.47,130
50.4,61.45,26.56,9.28,3.75,1.4,0.55,130
50.6,61.57,26.69,9.26,3.8,1.37,0.48,130
50.8,61.63,26.7,9.33,3.73,1.42,0.51,130
51,61.77,26.81,9.34,3.79,1.42,0.59,130
51.2,61.91,26.86,9.35,3.8,1.38,0.47,130
51.4,61.99,26.95,9.38,3.84,1.46,0.55,130
51.6,62.1,27.02,9.47,3.9,1.45,0.54,130
51.8,62.25,27.02,9.52,3.94,1.43,0.51,130
52,62.35,27.03,9.48,3.94,1.46,0.56,130
52.2,62.41,27.17,9.47,3.97,1.51,0.59,130
52.4,62.51,27.28,9.53,3.9,1.45,0.55,130
52.6,62.57,27.28,9.52,3.86,1.45,0.56,130
52.8,62.72,27.35,9.6,3.97,1.57,0.6,130
53,62.86,27.44,9.66,4.02,1.51,0.56,130
53.2,62.91,27.42,9.7,4,1.51,0.55,130
53.4,63.06,27.53,9.69,4,1.53,0.54,130
53.6,63.23,27.57,9.75,4.02,1.51,0.56,130
53.8,63.35,27.66,9.75,4.06,1.52,0.59,130
54,63.38,27.69,9.74,4.09,1.56,0.61,130
54.2,63.47,27.77,9.8,4.08,1.53,0.59,130
54.4,63.61,27.82,9.88,4.09,1.53,0.63,130
54.6,63.65,27.89,9.94,4.1,1.61,0.56,130
54.8,63.69,28,9.89,4.12,1.59,0.56,130
55,63.85,28.03,9.92,4.12,1.59,0.59,130
55.2,63.91,28.12,9.95,4.18,1.59,0.59,130
55.4,64.07,28.19,10,4.22,1.59,0.54,130
55.6,64.14,28.19,10.08,4.16,1.63,0.66,130
55.8,64.25,28.26,10.08,4.16,1.57,0.61,130
56,64.34,28.34,10.08,4.24,1.66,0.63,130
56.2,64.48,28.37,10.08,4.24,1.63,0.66,130
56.4,64.59,28.46,10.15,4.24,1.67,0.6,130
56.6,64.68,28.48,10.17,4.34,1.66,0.63,130
56.8,64.72,28.52,10.19,4.29,1.65,0.55,130
57,64.88,28.59,10.23,4.34,1.67,0.63,130
57.2,64.89,28.62,10.25,4.3,1.66,0.61,130
57.4,64.97,28.71,10.27,4.35,1.63,0.59,130
57.6,65.09,28.73,10.3,4.39,1.71,0.59,130
57.8,65.2,28.8,10.31,4.37,1.71,0.69,130
58,65.27,28.91,10.38,4.38,1.7,0.75,130
58.2,65.33,28.91,10.41,4.35,1.77,0.66,130
58.4,65.4,29.08,10.43,4.45,1.77,0.67,130
58.6,65.55,28.98,10.46,4.5,1.81,0.75,130
58.8,65.65,29.07,10.48,4.45,1.75,0.67,130
59,65.7,29.15,10.49,4.49,1.75,0.73,130
59.2,65.8,29.19,10.55,4.5,1.77,0.79,130
59.4,65.84,29.28,10.48,4.5,1.75,0.69,130
59.6,65.87,29.34,10.55,4.49,1.79,0.73,130
59.8,66.02,29.39,10.59,4.53,1.79,0.73,130
60,66.12,29.39,10.57,4.5,1.8,0.7,130
60.2,66.22,29.39,10.62,4.55,1.84,0.75,130
60.4,66.34,29.46,10.63,4.58,1.79,0.73,130
60.6,66.35,29.55,10.68,4.55,1.88,0.77,130
60.8,66.48,29.58,10.73,4.58,1.81,0.77,130
61,66.54,29.66,10.7,4.6,1.8,0.77,130
61.2,66.61,29.72,10.76,4.66,1.86,0.79,130
61.4,66.69,29.73,10.73,4.64,1.86,0.79,130
61.6,66.79,29.8,10.79,4.63,1.85,0.73,130
61.8,66.91,29.9,10.79,4.64,1.81,0.75,130
62,67.03,29.87,10.83,4.64,1.88,0.73,130
62.2,67.07,29.92,10.82,4.7,1.94,0.77,130
62.4,67.15,29.97,10.91,4.66,1.84,0.79,130
62.6,67.27,30.01,10.91,4.7,1.89,0.79,130
62.8,67.3,30.05,10.91,4.7,1.91,0.79,130
63,67.38,30.14,10.96,4.8,1.89,0.75,130
63.2,67.44,30.12,10.95,4.77,1.91,0.75,130
63.4,67.52,30.26,11,4.73,1.88,0.73,130
63.6,67.54,30.27,10.91,4.77,1.92,0.75,130
63.8,67.62,30.38,11.02,4.79,1.92,0.81,130
64,67.71,30.43,11.02,4.79,1.94,0.81,130
64.2,67.84,30.43,11.06,4.78,1.98,0.8,130
64.4,67.92,30.43,11.06,4.77,1.94,0.77,130
64.6,68.02,30.46,11.12,4.83,2,0.81,130
64.8,68.13,30.49,11.16,4.84,1.98,0.87,130
65,68.2,30.65,11.13,4.84,1.95,0.83,130
65.2,68.21,30.66,11.18,4.85,1.98,0.8,130
65.4,68.35,30.7,11.16,4.93,2,0.77,130
65.6,68.4,30.75,11.27,4.93,2.02,0.81,130
65.8,68.55,30.78,11.3,4.91,1.98,0.81,130
