Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,0.54,0.59,0.61,0.75,0.75,0.9,150
0.2,0.52,0.63,0.61,0.75,0.75,0.89,150
0.4,0.55,0.56,0.61,0.69,0.7,0.89,150
0.6,0.55,0.61,0.67,0.73,0.77,0.89,150
0.8,0.66,0.59,0.61,0.8,0.73,0.9,150
1,0.8,0.56,0.67,0.7,0.77,0.9,150
1.2,0.94,0.67,0.55,0.73,0.81,0.93,150
1.4,1.08,0.56,0.69,0.73,0.79,0.9,150
1.6,1.33,0.6,0.65,0.75,0.73,0.9,150
1.8,1.53,0.63,0.6,0.73,0.73,0.84,150
2,1.75,0.66,0.65,0.7,0.77,0.93,150
2.2,1.92,0.66,0.67,0.77,0.77,0.88,150
2.4,2.16,0.66,0.66,0.7,0.83,0.95,150
2.6,2.47,0.65,0.56,0.73,0.81,0.93,150
2.8,2.63,0.6,0.59,0.73,0.73,0.93,150
3,2.86,0.69,0.6,0.7,0.77,0.84,150
3.2,3.05,0.73,0.66,0.75,0.73,0.95,150
3.4,3.3,0.73,0.67,0.69,0.79,0.87,150
3.6,3.41,0.77,0.67,0.77,0.84,0.9,150
3.8,3.69,0.75,0.67,0.75,0.77,0.9,150
4,3.88,0.87,0.61,0.75,0.77,0.9,150
4.2,4.03,0.88,0.65,0.7,0.79,0.87,150
4.4,4.22,0.87,0.61,0.73,0.77,0.93,150
4.6,4.45,0.88,0.63,0.7,0.77,0.93,150
4.8,4.63,0.97,0.63,0.73,0.83,0.95,150
5,4.84,1,0.66,0.7,0.73,0.9,150
5.2,5.04,1.07,0.67,0.67,0.79,0.93,150
5.4,5.18,1.14,0.66,0.73,0.79,0.95,150
5.6,5.33,1.16,0.65,0.73,0.75,0.95,150
5.8,5.54,1.16,0.65,0.67,0.79,0.98,150
6,5.76,1.24,0.73,0.7,0.75,0.9,150
6.2,6.02,1.28,0.69,0.79,0.77,0.93,150
6.4,6.08,1.37,0.69,0.7,0.83,0.93,150
6.6,6.26,1.45,0.73,0.73,0.75,0.87,150
6.8,6.33,1.43,0.69,0.7,0.8,0.93,150
7,6.53,1.53,0.75,0.75,0.73,0.94,150
7.2,6.7,1.57,0.7,0.7,0.8,0.89,150
7.4,6.82,1.66,0.69,0.73,0.79,0.95,150
7.6,6.98,1.7,0.66,0.75,0.79,0.93,150
7.8,7.2,1.79,0.7,0.73,0.75,0.93,150
8,7.34,1.79,0.73,0.8,0.75,0.93,150
8.2,7.53,1.84,0.73,0.7,0.75,0.94,150
8.4,7.56,1.91,0.73,0.75,0.73,0.94,150
8.6,7.74,2.02,0.81,0.73,0.77,0.89,150
8.8,7.95,2.14,0.79,0.75,0.77,0.95,150
9,8.13,2.12,0.84,0.79,0.77,0.88,150
9.2,8.23,2.23,0.81,0.79,0.81,0.9,150
9.4,8.38,2.3,0.83,0.73,0.73,0.88,150
9.6,8.5,2.33,0.83,0.77,0.77,0.9,150
9.8,8.66,2.45,0.88,0.75,0.81,0.88,150
10,8.76,2.47,0.89,0.73,0.73,0.93,150
10.2,8.86,2.57,0.9,0.75,0.8,0.94,150
10.4,8.98,2.57,0.88,0.77,0.75,0.93,150
10.6,9.13,2.7,0.97,0.77,0.75,0.89,150
10.8,9.28,2.78,0.93,0.7,0.77,0.9,150
11,9.38,2.84,0.97,0.75,0.75,0.89,150
11.2,9.59,2.88,1.07,0.75,0.77,0.94,150
11.4,9.63,2.98,1.03,0.79,0.77,0.9,150
11.6,9.77,3.03,1.09,0.81,0.73,0.83,150
11.8,9.96,3.12,1.02,0.79,0.79,0.95,150
12,10.04,3.19,1.07,0.8,0.8,0.93,150
12.2,10.21,3.25,1.12,0.79,0.8,0.89,150
12.4,10.32,3.23,1.09,0.77,0.75,0.9,150
12.6,10.45,3.34,1.1,0.8,0.73,0.87,150
12.8,10.59,3.45,1.16,0.77,0.79,0.94,150
13,10.7,3.48,1.14,0.79,0.83,0.88,150
