Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,0.32,0.13,-0.09,-0.17,-0.32,-0.37,131
0.2,0.34,0.2,-0.09,-0.23,-0.3,-0.32,131
0.4,0.41,0.17,-0.04,-0.17,-0.3,-0.32,131
0.6,0.69,0.23,-0.08,-0.23,-0.32,-0.3,131
0.8,1.16,0.23,-0.08,-0.17,-0.36,-0.32,131
1,1.49,0.34,-0.07,-0.17,-0.3,-0.3,131
1.2,1.94,0.42,-0.07,-0.2,-0.28,-0.3,131
1.4,2.43,0.55,-0.07,-0.24,-0.28,-0.28,131
1.6,2.92,0.77,0,-0.17,-0.36,-0.26,131
1.8,3.27,1.02,0.03,-0.12,-0.3,-0.4,131
2,3.81,1.14,0.12,-0.16,-0.32,-0.3,131
2.2,4.2,1.33,0.13,-0.15,-0.28,-0.34,131
2.4,4.64,1.59,0.3,-0.09,-0.3,-0.3,131
2.6,5.07,1.86,0.37,-0.03,-0.3,-0.3,131
2.8,5.54,2.02,0.46,-0.08,-0.3,-0.34,131
3,5.95,2.38,0.59,-0.02,-0.26,-0.34,131
3.2,6.32,2.57,0.69,0.02,-0.26,-0.3,131
3.4,6.78,2.91,0.83,0.07,-0.24,-0.3,131
3.6,7.22,3.05,0.89,0.1,-0.22,-0.3,131
3.8,7.55,3.3,1.07,0.18,-0.22,-0.26,131
4,7.91,3.65,1.22,0.24,-0.26,-0.28,131
4.2,8.38,3.84,1.32,0.34,-0.16,-0.23,131
4.4,8.84,4.02,1.52,0.42,-0.15,-0.28,131
4.6,9.13,4.34,1.65,0.47,-0.16,-0.22,131
4.8,9.49,4.63,1.79,0.54,-0.02,-0.17,131
5,9.88,4.83,1.92,0.66,-0.02,-0.18,131
5.2,10.25,5.02,2.15,0.73,-0.02,-0.24,131
5.4,10.49,5.39,2.28,0.8,0.05,-0.2,131
5.6,10.89,5.64,2.37,0.95,0.09,-0.15,131
5.8,11.21,5.83,2.52,0.94,0.13,-0.18,131
6,11.52,6.01,2.72,1.09,0.27,-0.17,131
6.2,11.86,6.33,2.88,1.14,0.26,-0.12,131
6.4,12.16,6.57,3.03,1.32,0.3,-0.12,131
6.6,12.48,6.77,3.16,1.4,0.32,-0.16,131
6.8,12.73,6.99,3.31,1.43,0.45,-0.09,131
7,13.03,7.28,3.46,1.52,0.42,0.03,131
7.2,13.38,7.49,3.6,1.67,0.55,-0.07,131
7.4,13.63,7.62,3.79,1.7,0.59,-0.03,131
7.6,13.95,7.89,3.9,1.77,0.63,0.03,131
7.8,14.24,8.11,4.09,1.89,0.61,0,131
8,14.5,8.31,4.2,2.08,0.73,0.07,131
8.2,14.76,8.48,4.34,2.13,0.79,0.1,131
8.4,14.99,8.7,4.44,2.2,0.83,0.2,131
8.6,15.31,8.92,4.7,2.3,0.9,0.2,131
8.8,15.47,9.13,4.79,2.41,0.98,0.23,131
9,15.79,9.29,4.95,2.49,1.02,0.23,131
9.2,16.02,9.52,5.14,2.62,1.14,0.26,131
9.4,16.27,9.66,5.22,2.7,1.1,0.34,131
9.6,16.47,9.83,5.33,2.72,1.26,0.37,131
9.8,16.7,10.08,5.53,2.9,1.3,0.34,131
10,17.01,10.29,5.63,2.91,1.38,0.34,131
10.2,17.16,10.46,5.78,3.07,1.45,0.46,131
10.4,17.41,10.66,5.91,3.21,1.47,0.47,131
10.6,17.67,10.79,6.01,3.3,1.51,0.55,131
10.8,17.9,10.96,6.16,3.38,1.59,0.56,131
11,18.07,11.2,6.3,3.51,1.66,0.56,131
11.2,18.27,11.32,6.43,3.56,1.77,0.66,131
11.4,18.51,11.55,6.6,3.65,1.79,0.63,131
11.6,18.69,11.7,6.66,3.73,1.92,0.75,131
11.8,18.92,11.81,6.79,3.81,1.98,0.77,131
12,19.04,11.99,6.98,3.95,1.98,0.75,131
12.2,19.28,12.2,7.04,4.04,2.15,0.81,131
12.4,19.4,12.29,7.16,4.16,2.22,0.84,131
12.6,19.63,12.48,7.28,4.2,2.2,0.94,131
12.8,19.8,12.56,7.34,4.29,2.29,0.93,131
13,19.93,12.74,7.49,4.43,2.37,1.02,131
13.2,20.2,12.89,7.62,4.5,2.37,0.98,131
13.4,20.44,13.04,7.77,4.55,2.49,1.09,131
13.6,20.59,13.29,7.87,4.6,2.51,1.16,131
13.8,20.67,13.38,7.96,4.7,2.62,1.16,131
14,20.88,13.49,8.05,4.79,2.6,1.22,131
14.2,21.05,13.61,8.16,4.88,2.7,1.23,131
14.4,21.23,13.68,8.33,4.99,2.78,1.23,131
14.6,21.36,13.85,8.44,5.04,2.82,1.36,131
14.8,21.54,14.02,8.54,5.12,2.91,1.36,131
15,21.67,14.09,8.59,5.2,2.92,1.4,131
15.2,21.87,14.28,8.72,5.33,3.05,1.42,131
15.4,21.98,14.44,8.81,5.32,3.07,1.53,131
15.6,22.13,14.59,8.91,5.39,3.16,1.47,131
15.8,22.2,14.71,8.99,5.43,3.13,1.57,131
16,22.47,14.8,9.07,5.59,3.3,1.56,131
16.2,22.63,14.86,9.24,5.66,3.31,1.57,131
16.4,22.79,14.95,9.32,5.76,3.38,1.59,131
16.6,22.89,15.12,9.41,5.87,3.41,1.66,131
16.8,22.98,15.27,9.48,5.88,3.4,1.77,131
17,23.1,15.41,9.57,5.91,3.52,1.79,131
17.2,23.27,15.47,9.63,6.05,3.56,1.79,131
17.4,23.35,15.62,9.73,6.16,3.66,1.77,131
17.6,23.55,15.73,9.88,6.16,3.67,1.84,131
17.8,23.64,15.75,9.95,6.23,3.73,1.92,131
18,23.77,15.92,10.04,6.33,3.82,1.95,131
18.2,23.89,16.07,10.11,6.38,3.86,1.95,131
18.4,24.05,16.14,10.19,6.45,3.89,2.02,131
18.6,24.16,16.18,10.27,6.51,3.95,2.05,131
18.8,24.31,16.34,10.35,6.59,4.02,2.09,131
19,24.45,16.35,10.38,6.72,4.06,2.02,131
19.2,24.55,16.48,10.43,6.7,4.08,2.15,131
19.4,24.66,16.55,10.62,6.8,4.12,2.2,131
19.6,24.7,16.7,10.63,6.87,4.22,2.23,131
19.8,24.82,16.86,10.73,6.91,4.3,2.19,131
20,24.96,16.95,10.79,6.99,4.34,2.3,131
20.2,25.03,17.01,10.95,7.04,4.38,2.33,131
20.4,25.19,17.11,10.96,7.08,4.38,2.37,131
20.6,25.32,17.27,11.04,7.12,4.39,2.41,131
20.8,25.43,17.28,11.1,7.2,4.52,2.41,131
21,25.55,17.35,11.25,7.23,4.56,2.51,131
21.2,25.68,17.48,11.3,7.33,4.56,2.51,131
21.4,25.74,17.57,11.38,7.41,4.6,2.54,131
21.6,25.82,17.63,11.41,7.53,4.7,2.6,131
21.8,25.98,17.75,11.55,7.43,4.7,2.54,131
22,26.1,17.84,11.57,7.56,4.72,2.66,131
22.2,26.22,17.91,11.66,7.56,4.77,2.62,131
22.4,26.24,17.96,11.7,7.64,4.87,2.66,131
22.6,26.31,18.11,11.76,7.7,4.88,2.76,131
22.8,26.48,18.14,11.81,7.77,4.95,2.77,131
23,26.49,18.23,11.91,7.84,5.04,2.76,131
23.2,26.56,18.35,11.98,7.9,5.04,2.8,131
23.4,26.74,18.41,12.02,7.95,5.14,2.9,131
23.6,26.81,18.45,12.05,8.02,5.14,2.83,131
23.8,26.9,18.52,12.16,8.02,5.2,2.9,131
24,26.94,18.57,12.2,8.05,5.2,2.92,131
24.2,27.07,18.64,12.27,8.11,5.24,2.97,131
24.4,27.13,18.77,12.34,8.16,5.33,2.97,131
24.6,27.2,18.85,12.4,8.19,5.33,2.99,131
24.8,27.28,18.88,12.39,8.23,5.39,3.03,131
25,27.37,18.96,12.46,8.33,5.41,3.05,131
25.2,27.47,18.98,12.61,8.33,5.45,3.05,131
25.4,27.53,19.03,12.59,8.38,5.54,3.11,131
