Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,0.6,0.56,0.41,0.41,0.27,0.34,230
0.2,0.61,0.56,0.47,0.42,0.37,0.37,230
0.4,0.87,0.55,0.42,0.4,0.37,0.41,230
0.6,1.49,0.59,0.4,0.4,0.38,0.38,230
0.8,2.12,0.77,0.45,0.38,0.34,0.38,230
1,2.7,0.84,0.42,0.38,0.34,0.4,230
1.2,3.6,1.02,0.45,0.34,0.37,0.4,230
1.4,4.44,1.43,0.55,0.42,0.4,0.34,230
1.6,5.26,1.75,0.59,0.41,0.4,0.4,230
1.8,5.95,2.02,0.73,0.47,0.37,0.4,230
2,6.93,2.37,0.81,0.45,0.34,0.4,230
2.2,7.77,2.8,0.98,0.56,0.41,0.41,230
2.4,8.38,3.17,1.12,0.55,0.46,0.42,230
2.6,9.21,3.61,1.33,0.66,0.45,0.42,230
2.8,10,4.1,1.51,0.65,0.42,0.37,230
3,10.85,4.52,1.73,0.75,0.4,0.4,230
3.2,11.47,4.99,1.95,0.83,0.46,0.38,230
3.4,12.02,5.39,2.09,1,0.48,0.46,230
3.6,12.95,5.95,2.35,1,0.47,0.46,230
3.8,13.58,6.29,2.62,1.14,0.59,0.42,230
4,14.33,6.72,2.76,1.28,0.63,0.45,230
4.2,15.12,7.28,3.05,1.42,0.69,0.48,230
4.4,15.8,7.75,3.32,1.59,0.69,0.48,230
4.6,16.27,8.16,3.61,1.7,0.77,0.46,230
4.8,17.06,8.63,3.92,1.81,0.87,0.51,230
5,17.67,9.09,4.16,2,0.97,0.59,230
5.2,18.23,9.55,4.44,2.13,1.04,0.55,230
5.4,18.91,9.84,4.7,2.3,1.1,0.65,230
5.6,19.61,10.38,5.04,2.38,1.16,0.61,230
5.8,20.26,10.73,5.29,2.51,1.22,0.66,230
6,20.72,11.31,5.6,2.72,1.33,0.7,230
6.2,21.16,11.67,5.77,2.96,1.45,0.73,230
6.4,21.89,12.14,6.08,3.12,1.52,0.83,230
6.6,22.37,12.59,6.32,3.23,1.61,0.87,230
6.8,22.94,12.99,6.58,3.48,1.73,0.89,230
7,23.51,13.36,6.91,3.65,1.79,0.89,230
7.2,24.05,13.81,7.2,3.8,1.92,0.98,230
7.4,24.49,14.28,7.48,4.03,2,0.97,230
7.6,25.03,14.63,7.77,4.16,2.22,1.09,230
7.8,25.56,14.91,8.04,4.34,2.23,1.08,230
8,26.02,15.34,8.31,4.48,2.41,1.16,230
8.2,26.47,15.77,8.59,4.7,2.49,1.28,230
8.4,27.02,16.16,8.91,4.88,2.63,1.24,230
8.6,27.44,16.36,9.09,5.02,2.77,1.38,230
8.8,27.9,16.8,9.41,5.24,2.84,1.4,230
9,28.39,17.22,9.69,5.45,2.9,1.49,230
9.2,28.87,17.5,9.9,5.6,3.07,1.52,230
9.4,29.32,17.81,10.15,5.82,3.25,1.59,230
9.6,29.67,18.29,10.38,6.04,3.31,1.71,230
9.8,30.04,18.66,10.73,6.22,3.42,1.73,230
10,30.58,18.9,10.91,6.3,3.55,1.75,230
10.2,30.91,19.27,11.21,6.49,3.66,1.89,230
10.4,31.36,19.56,11.47,6.64,3.81,1.95,230
10.6,31.82,19.95,11.7,6.95,3.97,2.06,230
10.8,32.21,20.23,11.88,7.05,4.06,2.08,230
11,32.49,20.57,12.2,7.2,4.12,2.16,230
11.2,32.91,20.8,12.35,7.43,4.31,2.22,230
11.4,33.42,21.2,12.59,7.55,4.37,2.3,230
11.6,33.69,21.44,12.88,7.75,4.5,2.35,230
11.8,34.04,21.87,13.2,7.94,4.63,2.45,230
12,34.45,22.14,13.34,8.1,4.83,2.52,230
12.2,34.86,22.44,13.63,8.21,4.91,2.6,230
12.4,35.13,22.7,13.85,8.46,5.01,2.7,230
12.6,35.46,22.98,13.96,8.66,5.13,2.7,230
