Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,0.95,0.34,-0.02,-0.16,-0.18,-0.24,90
0.2,1.03,0.37,0,-0.15,-0.24,-0.24,90
0.4,1.02,0.32,-0.04,-0.17,-0.22,-0.22,90
0.6,1.16,0.34,0.03,-0.22,-0.23,-0.23,90
0.8,1.38,0.4,0.03,-0.12,-0.23,-0.2,90
1,1.65,0.41,0,-0.2,-0.18,-0.17,90
1.2,1.89,0.38,-0.04,-0.22,-0.24,-0.24,90
1.4,2.23,0.4,0.05,-0.15,-0.18,-0.23,90
1.6,2.52,0.38,0.03,-0.11,-0.23,-0.23,90
1.8,2.83,0.37,0.03,-0.12,-0.17,-0.22,90
2,3.16,0.4,-0.03,-0.16,-0.17,-0.22,90
2.2,3.59,0.42,0.03,-0.17,-0.16,-0.22,90
2.4,3.88,0.4,0.03,-0.22,-0.17,-0.23,90
2.6,4.28,0.4,0.04,-0.16,-0.22,-0.24,90
2.8,4.59,0.46,0.07,-0.16,-0.18,-0.22,90
3,4.99,0.47,0.03,-0.22,-0.2,-0.22,90
3.2,5.26,0.45,0.03,-0.18,-0.23,-0.22,90
3.4,5.64,0.59,-0.04,-0.16,-0.18,-0.23,90
3.6,5.95,0.6,0.09,-0.17,-0.22,-0.22,90
3.8,6.39,0.66,0,-0.2,-0.17,-0.24,90
4,6.7,0.66,-0.04,-0.18,-0.2,-0.22,90
4.2,7.13,0.73,0,-0.22,-0.22,-0.26,90
4.4,7.35,0.77,0.02,-0.17,-0.17,-0.22,90
4.6,7.68,0.87,0.04,-0.17,-0.18,-0.18,90
4.8,8.11,0.88,0.03,-0.17,-0.24,-0.23,90
5,8.5,0.9,-0.02,-0.16,-0.2,-0.2,90
5.2,8.71,1.02,0.03,-0.16,-0.22,-0.18,90
5.4,9.09,1.09,0.02,-0.18,-0.24,-0.2,90
5.6,9.41,1.18,0,-0.17,-0.18,-0.18,90
5.8,9.77,1.24,0.07,-0.24,-0.15,-0.23,90
6,10.04,1.37,0.03,-0.17,-0.24,-0.22,90
6.2,10.36,1.42,-0.02,-0.18,-0.22,-0.24,90
6.4,10.65,1.56,0.07,-0.17,-0.24,-0.2,90
6.6,10.96,1.63,0.1,-0.18,-0.24,-0.18,90
6.8,11.27,1.77,0.05,-0.16,-0.18,-0.23,90
7,11.59,1.73,0.09,-0.18,-0.23,-0.22,90
7.2,11.8,1.92,0.07,-0.15,-0.2,-0.23,90
7.4,12.18,2.02,0.09,-0.2,-0.18,-0.17,90
7.6,12.56,2.12,0.07,-0.18,-0.26,-0.18,90
7.8,12.86,2.13,0.14,-0.2,-0.23,-0.17,90
8,13.06,2.28,0.1,-0.16,-0.2,-0.2,90
8.2,13.3,2.33,0.13,-0.2,-0.2,-0.23,90
8.4,13.63,2.47,0.14,-0.22,-0.23,-0.2,90
8.6,13.85,2.55,0.2,-0.2,-0.23,-0.23,90
8.8,14.15,2.64,0.17,-0.15,-0.18,-0.23,90
9,14.46,2.74,0.2,-0.15,-0.18,-0.23,90
9.2,14.71,2.9,0.14,-0.18,-0.22,-0.2,90
9.4,14.93,2.99,0.26,-0.18,-0.22,-0.26,90
9.6,15.26,3.12,0.18,-0.16,-0.23,-0.22,90
9.8,15.52,3.12,0.24,-0.18,-0.2,-0.3,90
10,15.82,3.3,0.26,-0.18,-0.23,-0.17,90
10.2,16.02,3.38,0.3,-0.17,-0.17,-0.22,90
10.4,16.27,3.51,0.32,-0.23,-0.18,-0.23,90
10.6,16.48,3.6,0.38,-0.15,-0.18,-0.28,90
10.8,16.79,3.73,0.34,-0.16,-0.2,-0.23,90
11,17.01,3.79,0.41,-0.15,-0.2,-0.24,90
11.2,17.3,4.03,0.46,-0.15,-0.17,-0.2,90
11.4,17.48,4.06,0.45,-0.12,-0.18,-0.2,90
11.6,17.73,4.2,0.48,-0.15,-0.15,-0.18,90
11.8,18.03,4.22,0.52,-0.16,-0.16,-0.22,90
12,18.18,4.38,0.55,-0.11,-0.2,-0.24,90
12.2,18.47,4.49,0.52,-0.12,-0.18,-0.28,90
12.4,18.73,4.63,0.6,-0.15,-0.17,-0.23,90
12.6,18.95,4.73,0.61,-0.08,-0.16,-0.18,90
12.8,19.02,4.78,0.61,-0.12,-0.22,-0.23,90
13,19.4,4.91,0.63,-0.11,-0.17,-0.18,90
13.2,19.65,5.05,0.69,-0.07,-0.2,-0.26,90
13.4,19.8,5.1,0.67,-0.04,-0.2,-0.17,90
13.6,20.04,5.2,0.73,-0.02,-0.17,-0.17,90
13.8,20.23,5.32,0.73,-0.08,-0.23,-0.23,90
14,20.4,5.43,0.83,0,-0.2,-0.2,90
14.2,20.63,5.54,0.75,-0.04,-0.17,-0.2,90
14.4,20.91,5.64,0.81,-0.02,-0.18,-0.18,90
14.6,21.09,5.74,0.87,-0.04,-0.22,-0.23,90
14.8,21.31,5.91,0.97,-0.03,-0.17,-0.18,90
15,21.49,5.98,0.93,-0.03,-0.26,-0.2,90
15.2,21.7,6.09,0.95,0.04,-0.17,-0.17,90
15.4,21.9,6.14,1,-0.04,-0.24,-0.23,90
15.6,22.03,6.29,0.98,0,-0.18,-0.2,90
15.8,22.34,6.37,1.03,0.03,-0.2,-0.26,90
16,22.52,6.43,1.09,0.03,-0.2,-0.24,90
16.2,22.76,6.59,1.09,0.05,-0.16,-0.18,90
16.4,22.89,6.7,1.23,0.03,-0.23,-0.2,90
16.6,23.05,6.79,1.23,0.05,-0.18,-0.23,90
16.8,23.2,6.85,1.3,0.09,-0.22,-0.18,90
17,23.51,6.99,1.26,0.04,-0.11,-0.11,90
17.2,23.63,7.08,1.3,0.03,-0.17,-0.18,90
17.4,23.77,7.16,1.33,0.07,-0.09,-0.2,90
17.6,23.95,7.28,1.4,0.07,-0.16,-0.24,90
17.8,24.18,7.37,1.4,0.12,-0.11,-0.17,90
18,24.3,7.49,1.49,0.12,-0.2,-0.22,90
18.2,24.49,7.55,1.45,0.12,-0.12,-0.18,90
18.4,24.66,7.68,1.47,0.18,-0.15,-0.17,90
18.6,24.95,7.74,1.52,0.17,-0.15,-0.22,90
18.8,24.98,7.89,1.61,0.13,-0.12,-0.22,90
19,25.25,7.95,1.59,0.17,-0.12,-0.17,90
19.2,25.38,8.02,1.59,0.14,-0.15,-0.17,90
