Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,0.66,0.77,0.79,0.87,0.88,0.81,230
0.2,0.65,0.75,0.79,0.84,0.88,0.84,230
0.4,0.67,0.77,0.79,0.84,0.81,0.8,230
0.6,1.16,0.81,0.8,0.87,0.81,0.77,230
0.8,1.7,0.81,0.77,0.88,0.9,0.8,230
1,2.45,1.02,0.8,0.81,0.87,0.77,230
1.2,3.07,1.12,0.84,0.87,0.81,0.81,230
1.4,3.84,1.38,0.83,0.93,0.83,0.77,230
1.6,4.7,1.73,0.89,0.89,0.75,0.79,230
1.8,5.55,1.98,0.98,0.83,0.8,0.8,230
2,6.23,2.34,1.1,0.93,0.81,0.81,230
2.2,6.91,2.76,1.18,0.93,0.87,0.84,230
2.4,7.83,3.13,1.32,0.89,0.83,0.79,230
2.6,8.67,3.53,1.51,0.98,0.87,0.84,230
2.8,9.32,3.82,1.53,1.08,0.87,0.77,230
3,10.11,4.34,1.84,1.12,0.89,0.73,230
3.2,10.82,4.78,2.05,1.2,0.88,0.77,230
3.4,11.57,5.18,2.22,1.28,0.93,0.8,230
3.6,12.13,5.49,2.51,1.33,0.94,0.8,230
3.8,12.83,6.08,2.63,1.51,1,0.84,230
4,13.49,6.47,2.92,1.56,1.03,0.77,230
4.2,14.09,6.82,3.13,1.7,1.1,0.81,230
4.4,14.84,7.35,3.34,1.8,1.07,0.79,230
4.6,15.47,7.75,3.53,1.95,1.16,0.9,230
4.8,15.99,8.25,3.75,2.02,1.23,0.9,230
5,16.55,8.6,4.06,2.2,1.3,0.88,230
5.2,17.28,8.98,4.37,2.35,1.4,0.95,230
5.4,17.84,9.29,4.5,2.51,1.42,0.97,230
5.6,18.31,9.88,4.79,2.57,1.46,0.97,230
5.8,18.77,10.13,5.05,2.7,1.52,1,230
6,19.51,10.62,5.32,2.9,1.67,1.03,230
6.2,20.05,11.04,5.54,3.05,1.71,1.07,230
6.4,20.5,11.38,5.87,3.23,1.73,1.08,230
6.6,21.06,11.7,6.08,3.38,1.88,1.09,230
6.8,21.52,12.07,6.33,3.51,2,1.16,230
7,22.18,12.45,6.55,3.6,2.02,1.22,230
7.2,22.52,12.8,6.84,3.79,2.13,1.23,230
7.4,22.94,13.1,6.99,3.9,2.25,1.3,230
7.6,23.37,13.45,7.28,4.08,2.28,1.3,230
7.8,23.84,13.85,7.54,4.29,2.43,1.4,230
8,24.35,14.23,7.77,4.38,2.51,1.37,230
8.2,24.83,14.52,7.99,4.55,2.62,1.45,230
8.4,25.16,14.86,8.21,4.7,2.62,1.47,230
8.6,25.56,15.16,8.5,4.88,2.78,1.57,230
8.8,26.02,15.54,8.67,5.02,2.92,1.57,230
9,26.51,15.81,8.95,5.18,2.96,1.66,230
9.2,26.8,16.14,9.13,5.34,3.12,1.66,230
9.4,27.23,16.4,9.35,5.49,3.16,1.71,230
9.6,27.64,16.77,9.57,5.6,3.21,1.8,230
9.8,28.01,17.07,9.8,5.78,3.38,1.91,230
10,28.34,17.4,9.98,5.91,3.52,1.91,230
10.2,28.76,17.64,10.19,6.08,3.53,1.98,230
10.4,29.08,17.9,10.48,6.22,3.65,1.98,230
10.6,29.51,18.25,10.65,6.37,3.82,2.09,230
10.8,29.78,18.44,10.84,6.47,3.82,2.2,230
11,30.14,18.68,11.05,6.66,3.92,2.15,230
11.2,30.56,18.99,11.21,6.77,3.98,2.23,230
11.4,30.77,19.28,11.45,6.91,4.2,2.29,230
11.6,31.17,19.58,11.65,7.09,4.24,2.33,230
11.8,31.46,19.7,11.81,7.25,4.38,2.35,230
12,31.7,20.02,11.99,7.41,4.43,2.52,230
12.2,31.97,20.24,12.16,7.49,4.56,2.51,230
12.4,32.35,20.5,12.37,7.66,4.63,2.62,230
12.6,32.68,20.79,12.52,7.77,4.73,2.62,230
12.8,32.95,21.03,12.67,7.89,4.8,2.7,230
13,33.3,21.27,12.91,7.96,4.85,2.78,230
13.2,33.51,21.43,13.15,8.13,5.01,2.83,230
13.4,33.8,21.7,13.27,8.3,5.1,2.91,230
13.6,34.09,21.87,13.45,8.44,5.16,2.92,230
13.8,34.34,22.13,13.55,8.56,5.26,2.93,230
14,34.6,22.27,13.74,8.65,5.32,2.99,230
14.2,34.88,22.58,13.89,8.84,5.48,3.11,230
14.4,35.05,22.8,14.11,8.94,5.59,3.09,230
14.6,35.33,22.98,14.18,8.99,5.6,3.16,230
14.8,35.68,23.12,14.35,9.15,5.7,3.19,230
15,35.8,23.37,14.5,9.24,5.8,3.27,230
15.2,36.09,23.59,14.63,9.34,5.89,3.34,230
15.4,36.34,23.7,14.8,9.49,5.98,3.31,230
15.6,36.58,23.89,14.97,9.59,6.09,3.46,230
15.8,36.84,24.1,15.16,9.7,6.18,3.48,230
16,37.09,24.26,15.26,9.77,6.24,3.52,230
16.2,37.32,24.45,15.4,9.92,6.32,3.61,230
16.4,37.52,24.59,15.57,10.04,6.35,3.67,230
16.6,37.7,24.84,15.68,10.16,6.47,3.73,230
16.8,37.88,25.03,15.85,10.16,6.58,3.75,230
