Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,0.04,-0.3,-0.43,-0.64,-0.59,-0.67,230
0.2,0.02,-0.26,-0.41,-0.6,-0.53,-0.67,230
0.4,0.07,-0.32,-0.38,-0.63,-0.63,-0.67,230
0.6,0.42,-0.26,-0.41,-0.57,-0.63,-0.66,230
0.8,0.95,-0.23,-0.36,-0.6,-0.57,-0.66,230
1,1.67,-0.18,-0.38,-0.63,-0.57,-0.64,230
1.2,2.16,-0.09,-0.4,-0.59,-0.62,-0.64,230
1.4,2.76,0.07,-0.37,-0.62,-0.62,-0.64,230
1.6,3.48,0.18,-0.37,-0.66,-0.56,-0.73,230
1.8,4.03,0.34,-0.4,-0.62,-0.6,-0.6,230
2,4.66,0.54,-0.28,-0.63,-0.59,-0.67,230
2.2,5.29,0.77,-0.22,-0.59,-0.62,-0.67,230
2.4,6.02,0.98,-0.2,-0.59,-0.59,-0.7,230
2.6,6.57,1.26,-0.07,-0.59,-0.63,-0.63,230
2.8,7.29,1.47,-0.03,-0.51,-0.53,-0.67,230
3,7.89,1.88,0.07,-0.56,-0.64,-0.63,230
3.2,8.3,2.08,0.27,-0.57,-0.62,-0.64,230
3.4,9.01,2.34,0.37,-0.48,-0.63,-0.72,230
3.6,9.66,2.7,0.55,-0.4,-0.6,-0.66,230
3.8,10.08,2.97,0.65,-0.52,-0.57,-0.62,230
4,10.65,3.3,0.81,-0.37,-0.53,-0.64,230
4.2,11.21,3.59,0.94,-0.32,-0.56,-0.66,230
4.4,11.79,3.8,1.12,-0.3,-0.59,-0.72,230
4.6,12.22,4.12,1.23,-0.26,-0.48,-0.66,230
4.8,12.77,4.49,1.4,-0.11,-0.49,-0.66,230
5,13.21,4.73,1.65,-0.11,-0.45,-0.62,230
5.2,13.72,4.99,1.8,-0.08,-0.43,-0.62,230
5.4,14.26,5.33,1.95,0.02,-0.45,-0.62,230
5.6,14.7,5.64,2.19,0.09,-0.38,-0.62,230
5.8,15.1,5.98,2.33,0.2,-0.32,-0.6,230
6,15.58,6.33,2.58,0.2,-0.24,-0.62,230
6.2,16.07,6.63,2.74,0.38,-0.26,-0.59,230
6.4,16.55,6.91,2.92,0.42,-0.12,-0.56,230
6.6,16.89,7.18,3.05,0.56,-0.23,-0.53,230
6.8,17.29,7.49,3.32,0.63,-0.11,-0.56,230
7,17.84,7.77,3.52,0.7,-0.02,-0.51,230
7.2,18.16,8.04,3.65,0.75,0,-0.45,230
7.4,18.57,8.38,3.9,0.87,0.04,-0.52,230
7.6,18.97,8.56,4.02,0.95,0.04,-0.41,230
7.8,19.4,8.9,4.29,1.09,0.14,-0.37,230
8,19.76,9.18,4.5,1.2,0.2,-0.36,230
8.2,20.13,9.33,4.59,1.23,0.28,-0.34,230
8.4,20.48,9.66,4.79,1.42,0.34,-0.37,230
8.6,20.84,10,5.07,1.56,0.42,-0.3,230
8.8,21.17,10.13,5.2,1.61,0.48,-0.26,230
9,21.52,10.45,5.39,1.63,0.54,-0.22,230
9.2,21.96,10.7,5.57,1.84,0.63,-0.22,230
9.4,22.2,10.87,5.8,1.89,0.7,-0.2,230
9.6,22.49,11.18,5.97,2.05,0.75,-0.15,230
9.8,23.02,11.41,6.14,2.14,0.84,-0.09,230
10,23.27,11.67,6.38,2.28,0.93,-0.09,230
10.2,23.58,11.93,6.53,2.28,0.94,0.02,230
10.4,23.93,12.24,6.72,2.48,1.04,0.05,230
10.6,24.17,12.4,6.91,2.58,1.04,0.05,230
10.8,24.51,12.59,7.08,2.66,1.22,0.09,230
11,24.83,12.88,7.25,2.74,1.24,0.13,230
11.2,25.16,13.13,7.37,2.91,1.26,0.18,230
11.4,25.31,13.27,7.59,2.99,1.37,0.24,230
11.6,25.75,13.52,7.77,3.12,1.51,0.26,230
11.8,26,13.81,7.94,3.17,1.56,0.34,230
12,26.22,13.92,8.11,3.32,1.61,0.34,230
12.2,26.56,14.13,8.3,3.41,1.66,0.37,230
12.4,26.8,14.39,8.44,3.51,1.8,0.47,230
12.6,27.14,14.63,8.65,3.61,1.89,0.41,230
12.8,27.35,14.84,8.81,3.73,1.95,0.52,230
13,27.7,15.05,8.94,3.8,2.02,0.56,230
13.2,27.87,15.25,9.13,3.9,2.06,0.65,230
13.4,28.09,15.45,9.24,4.09,2.23,0.65,230
13.6,28.42,15.66,9.45,4.16,2.22,0.75,230
13.8,28.67,15.91,9.59,4.24,2.29,0.79,230
14,28.87,15.99,9.77,4.35,2.43,0.89,230
14.2,29.14,16.18,9.86,4.49,2.48,0.83,230
14.4,29.41,16.33,10.1,4.56,2.52,0.94,230
14.6,29.66,16.53,10.23,4.66,2.63,0.98,230
14.8,29.87,16.79,10.36,4.77,2.66,1,230
15,30.1,16.89,10.52,4.87,2.82,1.07,230
15.2,30.36,17.13,10.7,5.05,2.83,1.07,230
15.4,30.51,17.33,10.83,5.08,2.98,1.18,230
15.6,30.75,17.51,10.98,5.18,3.03,1.2,230
15.8,30.99,17.57,11.12,5.27,3.09,1.26,230
16,31.22,17.83,11.27,5.35,3.13,1.3,230
16.2,31.37,17.98,11.41,5.49,3.21,1.3,230
16.4,31.64,18.22,11.48,5.55,3.32,1.37,230
16.6,31.89,18.36,11.68,5.55,3.38,1.45,230
16.8,31.99,18.55,11.88,5.74,3.48,1.53,230
17,32.27,18.7,11.92,5.83,3.55,1.52,230
17.2,32.4,18.77,12.07,5.95,3.63,1.61,230
17.4,32.59,18.97,12.2,6.02,3.7,1.65,230
17.6,32.82,19.05,12.37,6.12,3.79,1.7,230
17.8,32.98,19.27,12.48,6.2,3.84,1.79,230
18,33.26,19.53,12.66,6.28,3.95,1.85,230
18.2,33.44,19.56,12.73,6.39,4.02,1.88,230
18.4,33.6,19.78,12.83,6.57,4.08,1.94,230
18.6,33.86,19.84,13.02,6.59,4.12,1.94,230
18.8,34.02,20,13.14,6.72,4.22,2.02,230
19,34.09,20.17,13.27,6.79,4.29,2.06,230
19.2,34.34,20.39,13.42,6.84,4.39,2.06,230
19.4,34.51,20.52,13.49,7,4.43,2.19,230
19.6,34.61,20.66,13.61,7.06,4.52,2.23,230
19.8,34.86,20.77,13.74,7.12,4.64,2.25,230
20,35.04,20.9,13.84,7.16,4.64,2.27,230
20.2,35.2,21.03,13.98,7.29,4.74,2.34,230
