Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,0.32,0.17,0,-0.08,-0.16,-0.15,230
0.2,0.34,0.18,0.02,-0.04,-0.2,-0.17,230
0.4,0.56,0.18,0.03,-0.08,-0.17,-0.17,230
0.6,1.24,0.27,0.02,-0.11,-0.11,-0.17,230
0.8,1.94,0.38,0.03,-0.08,-0.16,-0.16,230
1,2.7,0.56,0,-0.04,-0.22,-0.12,230
1.2,3.38,0.88,0.09,-0.03,-0.18,-0.11,230
1.4,4.34,1.1,0.12,-0.04,-0.18,-0.12,230
1.6,5.2,1.32,0.2,-0.04,-0.2,-0.11,230
1.8,5.87,1.75,0.32,0,-0.17,-0.16,230
2,6.72,2.19,0.37,0.02,-0.16,-0.09,230
2.2,7.56,2.52,0.55,0.05,-0.12,-0.11,230
2.4,8.48,2.92,0.75,0.1,-0.12,-0.16,230
2.6,9.07,3.4,0.9,0.12,-0.12,-0.15,230
2.8,9.68,3.92,0.97,0.2,-0.03,-0.09,230
3,10.68,4.23,1.32,0.32,-0.11,-0.12,230
3.2,11.32,4.73,1.49,0.41,-0.08,-0.17,230
3.4,12.08,5.18,1.7,0.45,-0.02,-0.16,230
3.6,12.83,5.66,1.98,0.61,0.02,-0.11,230
3.8,13.55,6.08,2.22,0.69,0.12,-0.15,230
4,14.11,6.47,2.48,0.83,0.13,-0.08,230
4.2,14.91,7,2.7,0.93,0.14,-0.11,230
4.4,15.64,7.49,2.96,1.07,0.27,-0.08,230
4.6,16.08,7.84,3.19,1.22,0.24,-0.02,230
4.8,16.79,8.38,3.48,1.3,0.28,-0.02,230
5,17.42,8.78,3.79,1.47,0.4,0.03,230
5.2,18.14,9.33,4.02,1.7,0.46,0.05,230
5.4,18.66,9.66,4.31,1.79,0.51,0.12,230
5.6,19.23,10.17,4.53,2,0.66,0.03,230
5.8,19.86,10.43,4.87,2.13,0.7,0.1,230
6,20.52,10.91,5.12,2.29,0.81,0.1,230
6.2,20.98,11.34,5.41,2.43,0.88,0.18,230
6.4,21.7,11.74,5.7,2.6,0.95,0.2,230
6.6,22.12,12.22,5.89,2.8,1.1,0.26,230
6.8,22.56,12.45,6.22,2.99,1.16,0.26,230
7,23.18,12.95,6.55,3.11,1.3,0.34,230
7.2,23.77,13.38,6.72,3.34,1.42,0.46,230
7.4,24.17,13.78,6.98,3.51,1.45,0.52,230
7.6,24.66,14.15,7.28,3.69,1.59,0.55,230
7.8,25.19,14.46,7.63,3.8,1.77,0.63,230
8,25.7,14.91,7.83,4,1.84,0.63,230
8.2,26.1,15.23,8.1,4.18,1.85,0.69,230
8.4,26.6,15.64,8.38,4.41,1.98,0.73,230
8.6,27.1,16.01,8.57,4.53,2.15,0.81,230
8.8,27.57,16.36,8.84,4.73,2.23,0.84,230
9,27.9,16.7,9.16,4.87,2.3,0.93,230
9.2,28.28,17.07,9.41,5.04,2.52,0.98,230
9.4,28.8,17.41,9.66,5.29,2.55,1.08,230
9.6,29.26,17.77,9.88,5.45,2.7,1.07,230
9.8,29.58,18.02,10.08,5.55,2.8,1.18,230
10,30.05,18.37,10.35,5.78,2.9,1.23,230
10.2,30.46,18.73,10.59,5.89,3.07,1.3,230
10.4,30.77,19.08,10.87,6.03,3.16,1.4,230
10.6,31.23,19.31,11.05,6.2,3.3,1.43,230
10.8,31.59,19.7,11.32,6.45,3.34,1.52,230
11,31.95,19.96,11.59,6.59,3.46,1.57,230
11.2,32.33,20.26,11.79,6.74,3.66,1.63,230
11.4,32.75,20.55,11.99,6.91,3.7,1.73,230
11.6,33.19,20.91,12.28,7.14,3.88,1.8,230
11.8,33.46,21.19,12.48,7.28,3.97,1.81,230
12,33.76,21.44,12.56,7.49,4.1,1.94,230
12.2,34.11,21.66,12.87,7.56,4.23,1.98,230
12.4,34.53,22.02,13.15,7.8,4.37,2.05,230
12.6,34.79,22.26,13.29,7.95,4.43,2.15,230
12.8,35.19,22.47,13.55,8.13,4.56,2.14,230
13,35.51,22.84,13.79,8.23,4.7,2.23,230
13.2,35.68,23.09,13.89,8.38,4.8,2.33,230
13.4,36.1,23.35,14.15,8.51,4.91,2.41,230
13.6,36.42,23.57,14.3,8.67,5.04,2.48,230
13.8,36.69,23.77,14.49,8.86,5.13,2.55,230
14,36.91,23.99,14.67,9.02,5.26,2.6,230
14.2,37.27,24.37,14.87,9.12,5.32,2.72,230
14.4,37.63,24.46,15.03,9.29,5.47,2.76,230
14.6,37.8,24.83,15.31,9.45,5.55,2.82,230
14.8,38.1,25.05,15.45,9.59,5.66,2.86,230
15,38.43,25.23,15.66,9.74,5.77,2.93,230
15.2,38.71,25.5,15.81,9.86,5.91,2.99,230
15.4,38.93,25.7,16.05,9.94,6.03,3.07,230
15.6,39.17,25.95,16.22,10.13,6.09,3.2,230
15.8,39.48,26.11,16.39,10.25,6.22,3.26,230
16,39.79,26.28,16.48,10.46,6.3,3.3,230
16.2,40.03,26.51,16.7,10.46,6.38,3.4,230
16.4,40.22,26.78,16.79,10.65,6.57,3.38,230
16.6,40.55,26.89,16.95,10.82,6.63,3.52,230
16.8,40.71,27.16,17.16,10.89,6.79,3.59,230
17,41,27.4,17.4,11.02,6.79,3.65,230
17.2,41.25,27.64,17.55,11.21,6.91,3.63,230
17.4,41.48,27.73,17.7,11.27,7.02,3.76,230
17.6,41.66,28.01,17.89,11.43,7.06,3.8,230
17.8,41.9,28.2,17.94,11.51,7.25,3.84,230
18,42.15,28.34,18.16,11.7,7.28,3.98,230
18.2,42.35,28.55,18.3,11.76,7.33,4.03,230
18.4,42.52,28.8,18.42,11.84,7.48,4.08,230
18.6,42.8,28.92,18.58,11.97,7.6,4.09,230
18.8,43.05,29.07,18.75,12.14,7.64,4.2,230
19,43.24,29.27,18.9,12.24,7.75,4.25,230
19.2,43.45,29.45,18.97,12.4,7.8,4.31,230
19.4,43.53,29.57,19.12,12.48,7.91,4.38,230
19.6,43.84,29.74,19.27,12.59,7.99,4.49,230
19.8,44.02,29.96,19.45,12.63,8.09,4.52,230
20,44.16,30.14,19.62,12.83,8.25,4.56,230
20.2,44.36,30.26,19.71,12.88,8.35,4.66,230
20.4,44.55,30.42,19.87,13.04,8.33,4.66,230
20.6,44.74,30.59,19.95,13.1,8.5,4.7,230
