Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,0.95,0.26,-0.16,-0.37,-0.51,-0.59,90
0.2,0.93,0.24,-0.17,-0.51,-0.48,-0.57,90
0.4,1.08,0.26,-0.2,-0.45,-0.43,-0.56,90
0.6,1.23,0.24,-0.16,-0.45,-0.53,-0.57,90
0.8,1.43,0.32,-0.15,-0.45,-0.51,-0.57,90
1,1.63,0.27,-0.18,-0.4,-0.56,-0.53,90
1.2,1.92,0.2,-0.17,-0.38,-0.51,-0.53,90
1.4,2.29,0.28,-0.23,-0.41,-0.48,-0.53,90
1.6,2.58,0.3,-0.23,-0.43,-0.51,-0.51,90
1.8,2.91,0.28,-0.22,-0.45,-0.49,-0.51,90
2,3.32,0.26,-0.18,-0.45,-0.49,-0.56,90
2.2,3.66,0.32,-0.18,-0.4,-0.48,-0.57,90
2.4,3.97,0.3,-0.18,-0.43,-0.49,-0.53,90
2.6,4.35,0.38,-0.26,-0.4,-0.45,-0.56,90
2.8,4.73,0.34,-0.2,-0.45,-0.48,-0.53,90
3,4.95,0.38,-0.2,-0.41,-0.51,-0.57,90
3.2,5.45,0.4,-0.2,-0.38,-0.56,-0.56,90
3.4,5.76,0.42,-0.22,-0.48,-0.48,-0.53,90
3.6,6.14,0.48,-0.2,-0.45,-0.51,-0.6,90
3.8,6.52,0.54,-0.17,-0.45,-0.48,-0.56,90
4,6.93,0.6,-0.24,-0.48,-0.56,-0.56,90
4.2,7.23,0.69,-0.22,-0.4,-0.51,-0.57,90
4.4,7.6,0.65,-0.22,-0.41,-0.52,-0.57,90
4.6,7.95,0.8,-0.23,-0.45,-0.53,-0.53,90
4.8,8.19,0.88,-0.23,-0.45,-0.49,-0.59,90
5,8.7,0.89,-0.2,-0.43,-0.53,-0.57,90
5.2,8.98,1,-0.18,-0.41,-0.49,-0.52,90
5.4,9.34,1.12,-0.18,-0.43,-0.51,-0.57,90
5.6,9.6,1.1,-0.17,-0.43,-0.51,-0.59,90
5.8,10,1.23,-0.17,-0.48,-0.52,-0.56,90
6,10.3,1.3,-0.17,-0.48,-0.49,-0.51,90
6.2,10.72,1.46,-0.16,-0.51,-0.53,-0.6,90
6.4,11.05,1.46,-0.16,-0.48,-0.56,-0.6,90
6.6,11.27,1.59,-0.15,-0.45,-0.56,-0.59,90
6.8,11.66,1.67,-0.11,-0.48,-0.49,-0.64,90
7,11.99,1.84,-0.16,-0.43,-0.56,-0.62,90
7.2,12.29,1.89,-0.15,-0.45,-0.53,-0.56,90
7.4,12.61,2.02,-0.12,-0.45,-0.53,-0.6,90
7.6,12.82,2.13,-0.12,-0.52,-0.51,-0.57,90
7.8,13.13,2.27,-0.09,-0.43,-0.52,-0.56,90
8,13.45,2.37,-0.08,-0.41,-0.51,-0.56,90
8.2,13.81,2.47,-0.07,-0.45,-0.51,-0.6,90
8.4,14.06,2.55,-0.02,-0.45,-0.53,-0.57,90
8.6,14.3,2.66,-0.03,-0.48,-0.56,-0.6,90
8.8,14.63,2.78,-0.02,-0.45,-0.51,-0.6,90
9,14.97,2.9,0.02,-0.48,-0.56,-0.6,90
9.2,15.21,2.93,0.02,-0.37,-0.52,-0.6,90
9.4,15.41,3.09,0.05,-0.43,-0.52,-0.56,90
9.6,15.82,3.27,0.04,-0.43,-0.51,-0.6,90
9.8,16.02,3.38,0.07,-0.49,-0.53,-0.56,90
10,16.36,3.48,0.14,-0.37,-0.56,-0.53,90
10.2,16.66,3.61,0.09,-0.45,-0.48,-0.63,90
10.4,16.92,3.69,0.12,-0.43,-0.53,-0.52,90
10.6,17.16,3.8,0.2,-0.45,-0.53,-0.57,90
10.8,17.42,3.89,0.18,-0.4,-0.57,-0.57,90
11,17.74,4.1,0.18,-0.38,-0.57,-0.6,90
11.2,17.98,4.23,0.26,-0.43,-0.56,-0.56,90
11.4,18.23,4.25,0.27,-0.43,-0.56,-0.63,90
11.6,18.52,4.43,0.3,-0.38,-0.52,-0.63,90
11.8,18.77,4.59,0.37,-0.37,-0.52,-0.6,90
12,19.04,4.7,0.38,-0.43,-0.49,-0.6,90
12.2,19.23,4.78,0.45,-0.38,-0.52,-0.59,90
12.4,19.53,5.01,0.4,-0.36,-0.52,-0.64,90
12.6,19.72,5.04,0.54,-0.36,-0.52,-0.59,90
12.8,20.02,5.18,0.51,-0.34,-0.52,-0.6,90
13,20.3,5.32,0.45,-0.3,-0.53,-0.62,90
13.2,20.46,5.45,0.54,-0.3,-0.56,-0.59,90
13.4,20.7,5.57,0.51,-0.3,-0.57,-0.6,90
13.6,21.03,5.63,0.63,-0.34,-0.59,-0.56,90
13.8,21.19,5.83,0.65,-0.34,-0.52,-0.63,90
14,21.41,5.89,0.75,-0.3,-0.53,-0.59,90
14.2,21.66,6.05,0.69,-0.32,-0.45,-0.66,90
14.4,21.96,6.16,0.75,-0.28,-0.51,-0.6,90
14.6,22.09,6.26,0.77,-0.36,-0.52,-0.59,90
14.8,22.31,6.45,0.87,-0.32,-0.6,-0.62,90
15,22.63,6.57,0.95,-0.3,-0.52,-0.64,90
15.2,22.84,6.7,0.89,-0.3,-0.53,-0.6,90
15.4,23.02,6.82,0.98,-0.28,-0.51,-0.56,90
15.6,23.3,6.93,1.04,-0.28,-0.59,-0.6,90
15.8,23.37,7.05,1.04,-0.24,-0.59,-0.53,90
16,23.62,7.16,1.03,-0.24,-0.48,-0.6,90
16.2,23.89,7.29,1.1,-0.2,-0.59,-0.62,90
16.4,24.22,7.37,1.14,-0.17,-0.52,-0.63,90
16.6,24.36,7.54,1.24,-0.17,-0.52,-0.66,90
16.8,24.55,7.63,1.24,-0.2,-0.57,-0.62,90
17,24.77,7.75,1.23,-0.16,-0.51,-0.6,90
17.2,24.95,7.88,1.3,-0.17,-0.57,-0.64,90
17.4,25.18,7.99,1.36,-0.15,-0.52,-0.64,90
17.6,25.41,8.13,1.38,-0.16,-0.52,-0.64,90
17.8,25.61,8.21,1.45,-0.08,-0.51,-0.62,90
18,25.77,8.35,1.43,-0.07,-0.51,-0.63,90
18.2,25.95,8.44,1.51,-0.17,-0.49,-0.71,90
18.4,26.24,8.54,1.59,-0.08,-0.52,-0.64,90
18.6,26.41,8.63,1.59,-0.09,-0.57,-0.62,90
18.8,26.55,8.86,1.61,-0.09,-0.51,-0.67,90
19,26.86,8.86,1.63,-0.08,-0.53,-0.64,90
19.2,27.04,8.98,1.73,-0.04,-0.49,-0.59,90
19.4,27.2,9.2,1.75,-0.09,-0.51,-0.63,90
19.6,27.4,9.28,1.8,-0.04,-0.51,-0.66,90
19.8,27.59,9.41,1.81,0.05,-0.48,-0.6,90
20,27.75,9.47,1.85,-0.02,-0.45,-0.66,90
20.2,27.95,9.57,1.94,0.04,-0.52,-0.66,90
20.4,28.08,9.74,1.91,0.03,-0.48,-0.62,90
20.6,28.37,9.83,1.98,0.04,-0.51,-0.64,90
20.8,28.5,9.94,2.08,0.04,-0.49,-0.59,90
21,28.75,10.09,2.12,0.03,-0.51,-0.67,90
21.2,28.87,10.19,2.16,0.09,-0.45,-0.63,90
21.4,29.02,10.31,2.19,0.09,-0.52,-0.64,90
21.6,29.23,10.38,2.22,0.09,-0.45,-0.66,90
21.8,29.45,10.51,2.33,0.13,-0.48,-0.71,90
22,29.6,10.68,2.35,0.12,-0.49,-0.71,90
22.2,29.74,10.73,2.35,0.18,-0.52,-0.6,90
22.4,30.01,10.85,2.37,0.18,-0.49,-0.66,90
22.6,30.16,10.95,2.41,0.18,-0.45,-0.64,90
