Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,0.79,0.66,0.6,0.46,0.45,0.45,230
0.2,0.75,0.67,0.55,0.41,0.46,0.45,230
0.4,0.89,0.66,0.6,0.47,0.45,0.42,230
0.6,1.32,0.66,0.6,0.47,0.45,0.46,230
0.8,1.75,0.7,0.6,0.42,0.42,0.52,230
1,2.34,0.8,0.54,0.45,0.46,0.45,230
1.2,2.98,0.81,0.56,0.51,0.47,0.41,230
1.4,3.75,0.97,0.65,0.51,0.48,0.42,230
1.6,4.23,1.14,0.6,0.41,0.51,0.41,230
1.8,4.83,1.28,0.66,0.46,0.54,0.41,230
2,5.6,1.51,0.73,0.42,0.46,0.4,230
2.2,6.12,1.79,0.79,0.41,0.42,0.42,230
2.4,6.8,1.98,0.81,0.48,0.48,0.46,230
2.6,7.47,2.19,0.95,0.46,0.41,0.41,230
2.8,8.09,2.49,1.03,0.46,0.51,0.4,230
3,8.6,2.77,1.12,0.46,0.48,0.4,230
3.2,9.21,2.97,1.26,0.51,0.46,0.41,230
3.4,9.88,3.32,1.3,0.54,0.46,0.4,230
3.6,10.36,3.65,1.53,0.59,0.47,0.42,230
3.8,10.89,3.81,1.65,0.6,0.48,0.45,230
4,11.51,4.22,1.8,0.69,0.52,0.46,230
4.2,11.88,4.49,1.98,0.77,0.61,0.46,230
4.4,12.45,4.74,2.14,0.73,0.59,0.45,230
4.6,12.89,4.95,2.22,0.81,0.59,0.45,230
4.8,13.57,5.38,2.41,0.88,0.59,0.46,230
5,13.98,5.68,2.63,1,0.66,0.46,230
5.2,14.5,5.91,2.78,1.02,0.66,0.51,230
5.4,15.01,6.29,2.97,1.09,0.67,0.47,230
5.6,15.45,6.59,3.13,1.18,0.7,0.52,230
5.8,15.8,6.77,3.27,1.24,0.75,0.38,230
6,16.31,7.14,3.51,1.3,0.77,0.46,230
6.2,16.68,7.43,3.67,1.38,0.84,0.55,230
6.4,17.01,7.7,3.86,1.49,0.87,0.59,230
6.6,17.53,7.95,4.04,1.59,0.94,0.54,230
6.8,17.95,8.17,4.28,1.65,0.98,0.59,230
7,18.3,8.45,4.45,1.77,0.98,0.6,230
7.2,18.75,8.84,4.6,1.85,1.08,0.55,230
7.4,19.16,8.99,4.79,1.94,1.16,0.6,230
7.6,19.53,9.27,5.01,2.02,1.12,0.67,230
7.8,19.91,9.6,5.2,2.14,1.22,0.65,230
8,20.31,9.86,5.35,2.16,1.3,0.7,230
8.2,20.57,10.1,5.53,2.3,1.33,0.69,230
8.4,20.94,10.3,5.77,2.47,1.43,0.79,230
8.6,21.27,10.55,5.89,2.54,1.42,0.79,230
8.8,21.7,10.85,6.02,2.6,1.53,0.83,230
9,21.99,11.12,6.2,2.7,1.57,0.83,230
9.2,22.31,11.26,6.41,2.76,1.67,0.84,230
9.4,22.7,11.59,6.63,2.9,1.71,0.81,230
9.6,22.98,11.79,6.77,3.03,1.75,0.95,230
9.8,23.3,11.98,6.88,3.11,1.85,0.94,230
10,23.63,12.18,7.16,3.2,1.89,0.95,230
10.2,23.93,12.42,7.27,3.25,1.94,1.03,230
10.4,24.2,12.66,7.43,3.42,1.98,1.09,230
10.6,24.48,12.91,7.62,3.42,2.06,1.04,230
