Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,0.28,0.32,0.34,0.27,0.4,0.41,90
0.2,0.26,0.34,0.34,0.28,0.4,0.41,90
0.4,0.32,0.27,0.34,0.28,0.37,0.45,90
0.6,0.46,0.37,0.34,0.32,0.37,0.4,90
0.8,0.65,0.27,0.34,0.37,0.38,0.37,90
1,0.83,0.34,0.34,0.3,0.38,0.4,90
1.2,1.1,0.26,0.34,0.34,0.38,0.34,90
1.4,1.37,0.32,0.3,0.34,0.37,0.41,90
1.6,1.59,0.27,0.34,0.27,0.34,0.4,90
1.8,1.98,0.34,0.38,0.27,0.4,0.37,90
2,2.34,0.4,0.38,0.32,0.38,0.41,90
2.2,2.74,0.45,0.38,0.32,0.34,0.41,90
2.4,3.03,0.4,0.3,0.32,0.41,0.45,90
2.6,3.34,0.34,0.34,0.32,0.41,0.38,90
2.8,3.75,0.38,0.32,0.32,0.34,0.45,90
3,4.18,0.41,0.38,0.28,0.37,0.45,90
3.2,4.39,0.38,0.34,0.32,0.4,0.34,90
3.4,4.85,0.52,0.34,0.28,0.38,0.38,90
3.6,5.14,0.52,0.34,0.34,0.4,0.41,90
3.8,5.45,0.63,0.34,0.27,0.34,0.38,90
4,5.88,0.66,0.42,0.3,0.34,0.37,90
4.2,6.29,0.73,0.34,0.3,0.37,0.4,90
4.4,6.53,0.73,0.34,0.27,0.37,0.38,90
4.6,6.85,0.79,0.37,0.32,0.41,0.4,90
4.8,7.22,0.84,0.46,0.3,0.34,0.38,90
5,7.56,0.9,0.37,0.37,0.4,0.37,90
5.2,7.88,1,0.34,0.3,0.42,0.41,90
5.4,8.16,1.07,0.34,0.32,0.41,0.42,90
5.6,8.51,1.12,0.34,0.32,0.37,0.4,90
5.8,8.84,1.22,0.42,0.32,0.38,0.41,90
6,9.12,1.3,0.34,0.26,0.4,0.38,90
6.2,9.35,1.36,0.41,0.34,0.37,0.37,90
6.4,9.73,1.4,0.34,0.3,0.37,0.4,90
6.6,10.02,1.53,0.42,0.34,0.38,0.37,90
6.8,10.3,1.59,0.41,0.3,0.34,0.38,90
7,10.59,1.73,0.41,0.32,0.32,0.42,90
7.2,10.83,1.77,0.45,0.37,0.41,0.4,90
7.4,11.16,1.89,0.42,0.3,0.37,0.41,90
7.6,11.51,1.95,0.47,0.34,0.38,0.34,90
7.8,11.72,2.08,0.46,0.26,0.37,0.38,90
8,11.97,2.12,0.52,0.28,0.37,0.37,90
8.2,12.27,2.27,0.52,0.28,0.41,0.4,90
8.4,12.59,2.29,0.52,0.3,0.37,0.4,90
8.6,12.77,2.38,0.54,0.32,0.34,0.37,90
8.8,13.1,2.52,0.6,0.34,0.45,0.41,90
9,13.3,2.66,0.55,0.37,0.4,0.38,90
9.2,13.52,2.68,0.54,0.32,0.41,0.34,90
9.4,13.78,2.83,0.56,0.38,0.4,0.41,90
9.6,14.03,2.9,0.61,0.3,0.37,0.4,90
9.8,14.3,2.99,0.63,0.34,0.38,0.37,90
10,14.52,3.07,0.6,0.26,0.34,0.38,90
10.2,14.78,3.17,0.65,0.34,0.34,0.32,90
10.4,15.04,3.3,0.66,0.3,0.38,0.42,90
10.6,15.23,3.32,0.65,0.34,0.34,0.38,90
10.8,15.43,3.48,0.7,0.37,0.37,0.38,90
11,15.79,3.52,0.73,0.34,0.38,0.4,90
11.2,15.99,3.65,0.73,0.34,0.37,0.34,90
11.4,16.19,3.79,0.77,0.32,0.4,0.4,90
11.6,16.46,3.84,0.73,0.41,0.4,0.41,90
11.8,16.7,3.92,0.8,0.37,0.38,0.37,90
12,16.87,4.06,0.8,0.38,0.38,0.4,90
12.2,17.09,4.1,0.83,0.42,0.4,0.34,90
12.4,17.34,4.2,0.93,0.41,0.41,0.38,90
12.6,17.51,4.3,0.93,0.38,0.4,0.34,90
12.8,17.77,4.41,0.97,0.42,0.41,0.34,90
13,18.01,4.48,0.97,0.34,0.37,0.34,90
13.2,18.22,4.6,0.93,0.45,0.38,0.34,90
13.4,18.38,4.73,0.94,0.42,0.41,0.42,90
