Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,0.1,0.03,-0.15,-0.12,-0.17,-0.12,131
0.2,0.1,0.07,-0.08,-0.15,-0.16,-0.11,131
0.4,0.17,-0.02,-0.07,-0.2,-0.15,-0.09,131
0.6,0.38,0.04,-0.09,-0.15,-0.18,-0.09,131
0.8,0.65,0.07,-0.04,-0.16,-0.11,-0.07,131
1,0.97,0.07,-0.12,-0.15,-0.16,-0.07,131
1.2,1.33,0.09,-0.07,-0.12,-0.12,-0.11,131
1.4,1.71,0.2,-0.02,-0.16,-0.12,-0.09,131
1.6,2.05,0.27,-0.03,-0.18,-0.17,-0.11,131
1.8,2.51,0.37,0.02,-0.18,-0.12,-0.11,131
2,2.77,0.47,0,-0.18,-0.09,-0.07,131
2.2,3.2,0.6,0.04,-0.11,-0.22,-0.11,131
2.4,3.52,0.79,0.04,-0.12,-0.15,-0.11,131
2.6,3.88,0.9,0.14,-0.17,-0.12,-0.09,131
2.8,4.28,1.09,0.2,-0.09,-0.11,-0.07,131
3,4.58,1.28,0.26,-0.07,-0.15,-0.15,131
3.2,5.01,1.37,0.32,-0.15,-0.16,-0.12,131
3.4,5.38,1.59,0.34,-0.08,-0.08,-0.15,131
3.6,5.62,1.81,0.54,-0.04,-0.15,-0.09,131
3.8,6.03,1.86,0.55,-0.04,-0.15,-0.22,131
4,6.3,2.14,0.69,0,-0.07,-0.12,131
4.2,6.55,2.25,0.75,0.04,-0.12,-0.15,131
4.4,6.91,2.37,0.89,0.03,-0.11,-0.09,131
4.6,7.22,2.55,0.97,0.07,-0.12,-0.09,131
4.8,7.49,2.78,1.03,0.12,-0.07,-0.07,131
5,7.74,2.9,1.08,0.14,-0.07,-0.12,131
5.2,8.02,3.11,1.28,0.2,0.03,-0.04,131
5.4,8.38,3.26,1.36,0.2,-0.03,-0.07,131
5.6,8.6,3.45,1.47,0.23,0.04,-0.04,131
5.8,8.84,3.66,1.63,0.37,0.07,-0.09,131
6,9.12,3.76,1.67,0.32,0.07,-0.08,131
6.2,9.47,3.95,1.77,0.47,0.07,-0.02,131
6.4,9.62,4.12,1.88,0.47,0.12,-0.03,131
6.6,9.81,4.3,1.98,0.47,0.13,-0.03,131
6.8,10.13,4.53,2.12,0.54,0.2,-0.03,131
7,10.32,4.63,2.22,0.63,0.17,-0.03,131
7.2,10.59,4.83,2.33,0.69,0.2,0.02,131
7.4,10.79,5.01,2.43,0.69,0.26,0,131
7.6,11.09,5.14,2.54,0.81,0.26,0.05,131
7.8,11.26,5.28,2.63,0.88,0.34,0.04,131
8,11.55,5.45,2.8,0.94,0.37,0.07,131
8.2,11.73,5.55,2.91,1,0.42,0.05,131
8.4,11.93,5.76,2.99,1.09,0.42,0.1,131
8.6,12.13,5.97,3.05,1.12,0.51,0.12,131
8.8,12.45,6.04,3.27,1.16,0.54,0.05,131
9,12.55,6.22,3.34,1.22,0.59,0.14,131
9.2,12.8,6.43,3.48,1.3,0.6,0.12,131
9.4,12.91,6.53,3.63,1.37,0.6,0.17,131
9.6,13.17,6.7,3.67,1.45,0.66,0.17,131
9.8,13.38,6.79,3.79,1.56,0.66,0.2,131
10,13.52,6.91,3.92,1.53,0.77,0.28,131
10.2,13.75,7.09,3.95,1.65,0.8,0.28,131
10.4,13.91,7.31,4.09,1.63,0.83,0.3,131
10.6,14.11,7.41,4.24,1.7,0.89,0.3,131
10.8,14.26,7.45,4.37,1.71,0.97,0.32,131
11,14.44,7.69,4.39,1.8,0.95,0.34,131
11.2,14.54,7.77,4.5,1.89,1,0.38,131
11.4,14.86,7.88,4.59,2,1.09,0.4,131
11.6,15.01,8.02,4.7,2.06,1.04,0.45,131
11.8,15.17,8.15,4.79,2.08,1.1,0.52,131
12,15.27,8.29,4.99,2.16,1.2,0.42,131
12.2,15.47,8.35,5.04,2.23,1.2,0.55,131
