Time,TC1,TC2,TC3,TC4,TC5,TC6,Power (1023 Max)
0,-0.22,-0.3,-0.56,-0.67,-0.7,-0.57,230
0.2,-0.18,-0.3,-0.59,-0.67,-0.73,-0.6,230
0.4,0.13,-0.3,-0.53,-0.71,-0.8,-0.64,230
0.6,0.73,-0.32,-0.57,-0.64,-0.73,-0.64,230
0.8,1.18,-0.18,-0.51,-0.66,-0.73,-0.63,230
1,2,0,-0.52,-0.63,-0.76,-0.6,230
1.2,2.9,0.18,-0.53,-0.7,-0.73,-0.64,230
1.4,3.46,0.51,-0.49,-0.63,-0.71,-0.59,230
1.6,4.34,0.89,-0.4,-0.64,-0.77,-0.63,230
1.8,5.24,1.22,-0.26,-0.64,-0.76,-0.63,230
2,6.14,1.53,-0.15,-0.62,-0.71,-0.62,230
2.2,6.74,1.94,-0.03,-0.59,-0.66,-0.66,230
2.4,7.55,2.29,0.1,-0.51,-0.67,-0.59,230
2.6,8.45,2.83,0.34,-0.45,-0.7,-0.64,230
2.8,9.12,3.26,0.55,-0.41,-0.7,-0.62,230
3,10.02,3.75,0.73,-0.3,-0.64,-0.66,230
3.2,10.82,4.2,0.93,-0.2,-0.66,-0.64,230
3.4,11.62,4.72,1.16,-0.04,-0.53,-0.63,230
3.6,12.2,5.07,1.43,0,-0.45,-0.57,230
3.8,13.06,5.62,1.61,0.17,-0.52,-0.56,230
4,13.83,6.18,2,0.26,-0.41,-0.59,230
4.2,14.49,6.63,2.22,0.41,-0.38,-0.56,230
4.4,15.14,7.05,2.55,0.48,-0.3,-0.49,230
4.6,15.96,7.56,2.77,0.69,-0.23,-0.52,230
4.8,16.7,8.08,3.02,0.87,-0.24,-0.51,230
5,17.3,8.44,3.34,1.03,-0.12,-0.45,230
5.2,17.98,9.01,3.66,1.1,-0.07,-0.45,230
5.4,18.66,9.48,4.03,1.33,0.03,-0.36,230
5.6,19.36,10.06,4.18,1.46,0.13,-0.37,230
5.8,19.86,10.41,4.55,1.7,0.24,-0.32,230
6,20.4,10.79,4.85,1.88,0.3,-0.26,230
6.2,21.27,11.38,5.26,2.05,0.42,-0.24,230
6.4,21.7,11.76,5.52,2.27,0.55,-0.22,230
6.6,22.36,12.25,5.87,2.41,0.67,-0.09,230
6.8,23.05,12.7,6.05,2.63,0.7,-0.16,230
7,23.63,13.23,6.39,2.9,0.89,-0.09,230
7.2,24.12,13.55,6.74,3.07,1,0,230
7.4,24.74,14.09,7.04,3.2,1.12,0.03,230
7.6,25.37,14.56,7.35,3.51,1.22,0.09,230
7.8,25.84,14.91,7.66,3.65,1.38,0.13,230
8,26.36,15.34,8.04,3.88,1.46,0.24,230
8.2,26.96,15.8,8.25,4.12,1.61,0.34,230
8.4,27.55,16.31,8.66,4.23,1.75,0.4,230
8.6,27.98,16.63,8.9,4.38,1.89,0.41,230
8.8,28.52,17.03,9.26,4.72,1.98,0.48,230
9,29.05,17.53,9.55,4.93,2.08,0.63,230
9.2,29.66,17.95,9.84,5.14,2.25,0.63,230
9.4,30.12,18.22,10.19,5.35,2.41,0.73,230
9.6,30.58,18.7,10.42,5.57,2.54,0.73,230
9.8,31.12,19.1,10.73,5.78,2.7,0.93,230
10,31.46,19.49,11.05,5.98,2.9,1.02,230
10.2,32.01,19.82,11.27,6.23,2.98,1.02,230
10.4,32.46,20.27,11.65,6.37,3.09,1.1,230
10.6,32.93,20.59,11.84,6.73,3.3,1.16,230
10.8,33.38,21.03,12.33,6.87,3.45,1.24,230
11,33.79,21.41,12.48,7.05,3.6,1.37,230
11.2,34.3,21.72,12.76,7.37,3.76,1.46,230
11.4,34.63,22.14,13.02,7.41,3.9,1.65,230
11.6,35.16,22.52,13.27,7.69,4.02,1.67,230
11.8,35.59,22.78,13.58,7.91,4.18,1.79,230
12,36.05,23.19,13.9,8.11,4.37,1.88,230
12.2,36.4,23.58,14.16,8.29,4.5,1.98,230
12.4,36.73,23.88,14.39,8.57,4.59,2.05,230
12.6,37.28,24.22,14.78,8.8,4.8,2.09,230
12.8,37.48,24.59,14.95,8.95,4.95,2.25,230
13,37.96,24.9,15.26,9.18,5.14,2.34,230
13.2,38.46,25.23,15.54,9.38,5.28,2.38,230
13.4,38.85,25.56,15.8,9.59,5.41,2.51,230
13.6,39.1,25.95,16.05,9.79,5.53,2.62,230
13.8,39.48,26.27,16.36,10,5.76,2.74,230
14,39.96,26.52,16.7,10.21,5.87,2.84,230
14.2,40.23,26.76,16.87,10.32,6.03,2.92,230
14.4,40.64,27.16,17.09,10.55,6.2,2.97,230
14.6,41,27.47,17.33,10.78,6.33,3.19,230
14.8,41.44,27.69,17.59,10.91,6.45,3.3,230
15,41.7,28.12,17.81,11.12,6.59,3.26,230
15.2,42.03,28.33,18.01,11.38,6.78,3.48,230
15.4,42.44,28.67,18.37,11.59,6.91,3.48,230
15.6,42.73,28.92,18.57,11.74,7.02,3.6,230
15.8,43.08,29.23,18.82,11.93,7.2,3.69,230
16,43.48,29.44,18.97,12.16,7.34,3.81,230
16.2,43.87,29.85,19.23,12.34,7.48,3.95,230
16.4,44.04,30.1,19.59,12.48,7.59,4.03,230
16.6,44.38,30.38,19.76,12.66,7.77,4.12,230
16.8,44.78,30.7,19.93,12.8,7.94,4.18,230
17,44.98,30.85,20.12,13.06,8.08,4.23,230
17.2,45.37,31.17,20.44,13.17,8.19,4.35,230
17.4,45.61,31.41,20.62,13.38,8.38,4.5,230
17.6,46.01,31.75,20.86,13.58,8.44,4.56,230
17.8,46.24,31.96,21.12,13.74,8.63,4.66,230
18,46.52,32.2,21.26,13.9,8.77,4.8,230
18.2,46.84,32.52,21.47,14.09,8.94,4.91,230
18.4,47.19,32.73,21.73,14.2,9.09,4.97,230
18.6,47.45,33,21.94,14.44,9.21,5.07,230
18.8,47.75,33.23,22.14,14.6,9.35,5.13,230
19,48.09,33.49,22.31,14.78,9.52,5.27,230
19.2,48.39,33.69,22.58,14.89,9.6,5.38,230
19.4,48.61,33.95,22.73,15.13,9.8,5.48,230
19.6,48.87,34.23,22.91,15.27,9.83,5.57,230
19.8,49.21,34.47,23.1,15.47,10,5.6,230
20,49.35,34.66,23.42,15.58,10.13,5.73,230
20.2,49.65,34.91,23.57,15.75,10.23,5.82,230
20.4,49.91,35.15,23.77,16.02,10.35,5.91,230
20.6,50.18,35.33,23.97,16.14,10.51,6.04,230
20.8,50.44,35.58,24.04,16.25,10.66,6.1,230
21,50.66,35.77,24.33,16.36,10.72,6.22,230
21.2,50.98,36.1,24.46,16.5,10.93,6.28,230
21.4,51.16,36.26,24.7,16.68,11.1,6.33,230
21.6,51.39,36.42,24.87,16.9,11.1,6.47,230
21.8,51.68,36.75,25.05,17.07,11.32,6.53,230
22,51.91,36.95,25.14,17.14,11.38,6.66,230
22.2,52.16,37.1,25.38,17.35,11.57,6.74,230
22.4,52.36,37.26,25.59,17.44,11.61,6.78,230
22.6,52.63,37.49,25.77,17.68,11.81,6.87,230
22.8,52.84,37.8,25.92,17.81,11.86,6.99,230
23,53.11,37.85,26.13,17.95,12.02,7.12,230
23.2,53.33,38.16,26.28,18.07,12.12,7.18,230
23.4,53.57,38.27,26.47,18.2,12.27,7.27,230
23.6,53.77,38.57,26.65,18.31,12.29,7.34,230
23.8,54.02,38.72,26.84,18.49,12.48,7.47,230
24,54.27,38.89,26.95,18.63,12.61,7.49,230
24.2,54.4,39.07,27.15,18.81,12.74,7.6,230
24.4,54.67,39.34,27.29,18.9,12.86,7.68,230
24.6,54.93,39.43,27.4,19.03,12.95,7.77,230
24.8,55.16,39.69,27.59,19.12,13.04,7.87,230
25,55.34,39.86,27.8,19.31,13.17,7.96,230
25.2,55.52,40.07,27.98,19.51,13.31,8.02,230
25.4,55.77,40.16,28.03,19.58,13.42,8.11,230
25.6,56.04,40.43,28.23,19.77,13.57,8.19,230
25.8,56.18,40.62,28.42,19.91,13.63,8.38,230
26,56.35,40.74,28.59,20.06,13.81,8.29,230
26.2,56.54,40.89,28.65,20.12,13.89,8.48,230
26.4,56.74,41.14,28.89,20.18,13.98,8.59,230
26.6,56.9,41.27,29.07,20.31,14.06,8.59,230
26.8,57.15,41.46,29.19,20.48,14.2,8.71,230
27,57.31,41.56,29.28,20.59,14.26,8.73,230
27.2,57.47,41.79,29.45,20.79,14.39,8.9,230
27.4,57.75,41.99,29.6,20.86,14.52,8.94,230
27.6,57.88,42.21,29.74,20.97,14.54,8.99,230
27.8,58.02,42.4,29.94,21.1,14.65,9.07,230
28,58.23,42.48,30.06,21.19,14.84,9.16,230
28.2,58.44,42.7,30.19,21.38,14.93,9.29,230
28.4,58.64,42.85,30.33,21.44,15.05,9.33,230
28.6,58.79,42.98,30.42,21.6,15.1,9.43,230
28.8,58.96,43.12,30.61,21.72,15.19,9.49,230
29,59.2,43.24,30.72,21.79,15.26,9.6,230
29.2,59.46,43.48,30.91,21.92,15.34,9.66,230
29.4,59.49,43.65,31.02,22.07,15.54,9.74,230
29.6,59.71,43.77,31.12,22.16,15.59,9.75,230
29.8,59.84,43.97,31.25,22.32,15.68,9.89,230
30,60.04,44.06,31.36,22.43,15.82,9.96,230
30.2,60.19,44.21,31.55,22.62,15.94,10.04,230
30.4,60.38,44.38,31.7,22.66,15.99,10.11,230
30.6,60.56,44.42,31.82,22.71,16.09,10.15,230
30.8,60.71,44.61,31.9,22.78,16.2,10.23,230
31,60.84,44.78,32.05,22.94,16.27,10.31,230
31.2,61.05,44.87,32.19,23.03,16.35,10.38,230
31.4,61.15,45.04,32.35,23.1,16.46,10.46,230
31.6,61.31,45.23,32.41,23.26,16.55,10.45,230
31.8,61.49,45.4,32.57,23.37,16.66,10.62,230
32,61.68,45.47,32.59,23.48,16.7,10.62,230
32.2,61.79,45.62,32.79,23.51,16.79,10.72,230
32.4,61.94,45.69,32.91,23.66,16.96,10.76,230
32.6,62.13,45.85,32.98,23.75,16.98,10.83,230
32.8,62.2,45.95,33.09,23.82,17.07,10.91,230
33,62.32,46.11,33.23,23.99,17.11,11,230
33.2,62.51,46.3,33.3,24.04,17.2,11.04,230
33.4,62.62,46.38,33.44,24.16,17.29,11.13,230
33.6,62.72,46.48,33.55,24.23,17.4,11.14,230
33.8,62.96,46.63,33.7,24.33,17.53,11.18,230
34,63.09,46.8,33.79,24.4,17.57,11.3,230
34.2,63.18,46.87,33.92,24.49,17.63,11.31,230
34.4,63.4,47,33.99,24.58,17.73,11.41,230
34.6,63.54,47.13,34.06,24.71,17.77,11.47,230
34.8,63.65,47.3,34.21,24.77,17.87,11.55,230
35,63.8,47.39,34.34,24.9,17.98,11.62,230
35.2,63.91,47.55,34.44,24.98,18.02,11.59,230
35.4,64.12,47.65,34.55,25.12,18.11,11.73,230
35.6,64.3,47.77,34.67,25.12,18.18,11.79,230
35.8,64.36,47.9,34.74,25.3,18.27,11.84,230
36,64.47,48.02,34.86,25.34,18.34,11.91,230
36.2,64.62,48.11,34.97,25.45,18.42,11.97,230
36.4,64.75,48.23,35.02,25.55,18.51,11.99,230
36.6,64.84,48.35,35.13,25.61,18.61,12.1,230
36.8,64.93,48.48,35.21,25.62,18.68,12.16,230
37,65.05,48.55,35.38,25.77,18.79,12.18,230
37.2,65.2,48.68,35.47,25.87,18.81,12.2,230
37.4,65.3,48.76,35.55,25.95,18.88,12.33,230
37.6,65.48,48.87,35.6,26.05,18.99,12.33,230
37.8,65.6,49.02,35.68,26.13,19.09,12.41,230
38,65.7,49.05,35.86,26.17,19.12,12.48,230
38.2,65.89,49.15,35.91,26.31,19.18,12.55,230
38.4,66.03,49.26,35.99,26.36,19.23,12.63,230
38.6,66.03,49.38,36.09,26.47,19.38,12.69,230
38.8,66.24,49.49,36.22,26.51,19.4,12.74,230
39,66.35,49.63,36.31,26.61,19.45,12.72,230
39.2,66.43,49.73,36.36,26.65,19.53,12.8,230
39.4,66.48,49.84,36.42,26.71,19.56,12.83,230
39.6,66.59,49.91,36.5,26.81,19.66,12.88,230
39.8,66.67,49.92,36.62,26.89,19.75,12.95,230
40,66.87,50.04,36.7,26.99,19.82,13.03,230
40.2,66.98,50.16,36.77,27.12,19.82,13.08,230
40.4,67.15,50.26,36.9,27.17,19.98,13.14,230
40.6,67.22,50.36,37.02,27.21,20,13.17,230
40.8,67.31,50.49,37.1,27.27,20.05,13.17,230
41,67.52,50.55,37.17,27.37,20.16,13.34,230
41.2,67.64,50.67,37.23,27.42,20.2,13.31,230
41.4,67.77,50.78,37.33,27.51,20.26,13.47,230
41.6,67.88,50.91,37.4,27.57,20.37,13.44,230
41.8,67.94,50.98,37.49,27.66,20.39,13.48,230
42,68.05,51.08,37.6,27.69,20.52,13.57,230
42.2,68.16,51.23,37.72,27.7,20.53,13.61,230
42.4,68.24,51.28,37.75,27.85,20.59,13.68,230
42.6,68.3,51.39,37.85,27.96,20.66,13.7,230
42.8,68.45,51.5,37.83,28.08,20.67,13.81,230
43,68.49,51.58,38.03,28.07,20.75,13.81,230
43.2,68.57,51.63,38.07,28.08,20.84,13.89,230
43.4,68.66,51.69,38.11,28.19,20.9,13.9,230
43.6,68.77,51.8,38.17,28.3,20.94,13.89,230
43.8,68.87,51.9,38.29,28.28,20.99,13.96,230
44,68.91,51.99,38.32,28.39,21.03,14.01,230
44.2,69.05,52.09,38.37,28.41,21.06,14.06,230
44.4,69.1,52.23,38.52,28.48,21.17,14.16,230
44.6,69.17,52.23,38.55,28.55,21.25,14.16,230
44.8,69.29,52.3,38.64,28.6,21.23,14.2,230
45,69.37,52.37,38.76,28.65,21.36,14.2,230
45.2,69.51,52.43,38.72,28.73,21.41,14.26,230
45.4,69.6,52.54,38.81,28.87,21.44,14.28,230
45.6,69.66,52.56,38.93,28.84,21.52,14.39,230
45.8,69.76,52.71,38.96,28.92,21.56,14.33,230
46,69.83,52.77,39.03,28.98,21.58,14.37,230
46.2,69.9,52.8,39.08,29.02,21.58,14.5,230
46.4,69.94,52.93,39.21,29.12,21.7,14.63,230
46.6,70.07,52.91,39.29,29.12,21.72,14.6,230
46.8,70.13,53.05,39.34,29.15,21.8,14.63,230
47,70.23,53.13,39.38,29.21,21.87,14.65,230
47.2,70.27,53.2,39.38,29.34,21.89,14.63,230
47.4,70.38,53.3,39.46,29.37,21.97,14.73,230
47.6,70.44,53.33,39.58,29.37,21.89,14.77,230
47.8,70.52,53.44,39.52,29.52,22.05,14.73,230
48,70.61,53.51,39.69,29.57,22.05,14.84,230
48.2,70.67,53.57,39.72,29.59,22.11,14.91,230
48.4,70.73,53.62,39.79,29.66,22.18,14.93,230
48.6,70.83,53.63,39.85,29.71,22.27,14.98,230
48.8,70.97,53.74,39.93,29.66,22.27,14.95,230
49,70.99,53.82,39.98,29.87,22.34,15.04,230
49.2,71.16,53.87,40,29.92,22.41,15.06,230
49.4,71.24,53.95,40.09,29.97,22.43,15.14,230
49.6,71.29,54.05,40.16,30.01,22.5,15.19,230
49.8,71.37,54.1,40.24,30.04,22.5,15.19,230
50,71.45,54.14,40.31,30.12,22.6,15.25,230
50.2,71.58,54.23,40.35,30.2,22.59,15.3,230
50.4,71.63,54.36,40.37,30.17,22.65,15.34,230
50.6,71.66,54.38,40.45,30.24,22.76,15.31,230
50.8,71.73,54.43,40.55,30.27,22.78,15.34,230
51,71.84,54.51,40.6,30.31,22.78,15.43,230
51.2,71.91,54.55,40.62,30.38,22.78,15.45,230
51.4,72.02,54.62,40.73,30.48,22.9,15.54,230
51.6,72.09,54.68,40.8,30.51,22.89,15.58,230
51.8,72.13,54.79,40.8,30.56,22.96,15.58,230
52,72.27,54.83,40.86,30.58,22.99,15.62,230
52.2,72.27,54.83,40.91,30.66,23.05,15.57,230
52.4,72.41,54.9,40.96,30.7,23.07,15.68,230
52.6,72.36,55.04,41.08,30.77,23.12,15.71,230
52.8,72.45,55.06,41.08,30.78,23.12,15.73,230
53,72.49,55.07,41.13,30.85,23.16,15.77,230
53.2,72.58,55.14,41.25,30.91,23.32,15.8,230
53.4,72.6,55.18,41.25,30.88,23.37,15.88,230
53.6,72.73,55.3,41.29,31.02,23.42,15.86,230
53.8,72.73,55.33,41.36,31.02,23.44,15.92,230
54,72.85,55.4,41.41,31.02,23.37,15.88,230
54.2,72.88,55.49,41.48,31.12,23.48,15.96,230
54.4,72.93,55.57,41.53,31.18,23.52,15.99,230
54.6,73.09,55.61,41.58,31.22,23.55,16.05,230
54.8,73.18,55.63,41.61,31.18,23.53,16.09,230
55,73.24,55.66,41.66,31.3,23.64,16.13,230
55.2,73.28,55.73,41.73,31.41,23.73,16.18,230
55.4,73.34,55.77,41.77,31.38,23.7,16.14,230
55.6,73.41,55.9,41.83,31.46,23.71,16.19,230
55.8,73.47,55.92,41.85,31.55,23.79,16.18,230
56,73.48,55.95,41.9,31.49,23.77,16.25,230
56.2,73.52,56,41.9,31.59,23.84,16.22,230
56.4,73.61,56.06,42.02,31.6,23.89,16.34,230
56.6,73.67,56.15,42.03,31.68,23.92,16.34,230
56.8,73.75,56.18,42.13,31.7,24.05,16.36,230
57,73.84,56.23,42.15,31.76,23.98,16.46,230
57.2,73.84,56.29,42.21,31.7,24.04,16.46,230
57.4,73.9,56.36,42.23,31.83,24.15,16.42,230
57.6,73.97,56.41,42.3,31.88,24.15,16.52,230
57.8,74.08,56.37,42.32,31.95,24.1,16.48,230
58,74.09,56.47,42.38,31.96,24.16,16.5,230
58.2,74.2,56.49,42.45,31.96,24.24,16.62,230
58.4,74.26,56.55,42.48,31.99,24.29,16.7,230
58.6,74.3,56.59,42.49,32.07,24.29,16.63,230
58.8,74.31,56.69,42.56,32.08,24.37,16.66,230
59,74.36,56.74,42.61,32.09,24.37,16.66,230
59.2,74.45,56.8,42.69,32.14,24.42,16.73,230
59.4,74.5,56.91,42.66,32.2,24.44,16.73,230
59.6,74.55,56.9,42.7,32.23,24.45,16.75,230
59.8,74.56,56.97,42.73,32.27,24.42,16.8,230
60,74.66,56.98,42.75,32.27,24.53,16.86,230
60.2,74.67,57,42.8,32.34,24.52,16.83,230
60.4,74.69,57.13,42.82,32.36,24.62,16.86,230
